Access Of Foreign Data (AOFD);Coupling Between Objects (CBO);Cyclomatic Complexity (CC);Changing Classes (ChC);Changing Methods (CM);Depth Of Inheritance Hierarchy (DIT);Lines Of Code (LOC);Number of Accessor Methods (NAM);Number Of Child Classes (NOCC);Number Of Public Attributes (NOPA);Response For Class (RFC);Tight Class Cohesion (TCC);Weighted Chancging Methods (WCM);Weight Of a Class (WOC);Lack of Cohesion (LCOM);Refused Bequest Smell;Feature Envy Smell;Long Method Smell;Large Class Smell;Data Class Smell;Shotgun Surgery Smell
0.0;0;_;0;0;1;57;0;1;0;0;0;0;0;0;none;none;none;none;none;none
0.0;0;_;0;0;0;12;0;1;0;0;0;0;0;0;none;none;none;none;none;none
0.0;0;1;1;0;0;3;0;1;1;0;1;0;100;0;none;none;none;none;none;none
0.0;2;3;4;1;4;39;0;1;4;0;34;0;100;70;none;none;none;none;none;none
0.0;0;1;1;0;4;54;0;1;1;0;25;0;100;77;none;none;none;none;none;none
0.0;0;2;2;0;1;15;0;1;2;0;15;0;100;0;none;none;none;none;none;none
0.0;0;2;2;0;1;12;0;1;2;0;15;0;100;0;none;none;none;none;none;none
0.0;4;10;1;0;1;90;0;1;7;0;28;4;700;83;none;none;none;none;none;none
0.0;0;1;0;0;2;6;0;1;1;0;14;0;1;0;none;none;none;none;none;none
0.0;0;2;1;0;2;17;0;1;1;1;14;0;100;0;none;none;none;none;none;none
0.0;1;1;2;1;0;5;0;1;2;0;2;0;100;0;none;none;none;none;none;none
0.0;5;2;3;0;1;37;0;1;1;0;22;1;33;83;none;none;none;none;none;none
1.0;1;1;2;0;1;9;0;1;2;0;16;1;100;0;none;none;none;none;none;none
0.0;3;1;0;0;0;68;0;1;3;0;8;1;3;58;none;none;none;none;none;none
0.0;11;5;3;0;1;187;0;1;14;0;55;4;467;93;none;none;none;none;none;none
0.0;4;1;0;0;0;44;0;1;4;0;7;0;4;62;none;none;none;none;none;none
0.0;1;2;0;0;0;40;0;1;1;0;5;1;1;62;none;none;none;none;none;none
0.0;0;_;0;0;0;9;0;1;0;0;0;0;0;0;none;none;none;none;none;none
0.0;0;1;0;0;0;14;0;1;0;0;0;0;0;33;none;none;none;none;none;none
0.0;0;1;0;0;0;12;0;1;1;0;2;0;1;0;none;none;none;none;none;none
0.0;0;_;0;0;0;6;0;1;0;0;0;0;0;0;none;none;none;none;none;none
0.0;0;_;0;0;0;6;0;1;0;0;0;0;0;0;none;none;none;none;none;none
0.0;0;1;1;0;0;17;0;1;1;0;2;0;100;0;none;none;none;none;none;none
0.0;2;1;1;0;1;5;0;1;1;0;14;1;100;0;none;none;none;none;none;none
0.0;0;1;2;0;1;8;0;1;2;0;16;0;100;0;none;none;none;none;none;none
2.0;5;2;2;0;1;48;0;4;2;0;21;0;100;0;none;none;none;none;none;none
0.0;1;2;0;0;1;24;0;1;1;0;13;0;1;50;none;none;none;none;none;none
0.0;4;2;0;0;1;8;0;1;1;0;15;0;1;100;none;none;none;none;none;none
0.0;4;2;0;0;1;8;0;1;1;0;15;0;1;100;none;none;none;none;none;none
1.0;5;2;1;0;1;34;0;2;1;0;16;2;100;0;none;none;none;none;none;none
0.0;1;_;0;0;1;14;0;1;0;0;12;1;0;0;none;none;none;none;none;none
1.0;3;2;2;0;1;56;0;2;2;0;19;1;100;0;none;none;none;none;none;none
0.0;1;_;0;0;1;19;0;1;0;0;12;1;0;0;none;none;none;none;none;none
0.0;1;1;1;0;0;3;0;1;1;0;1;0;100;0;none;none;none;none;none;none
0.0;0;1;2;0;0;4;0;1;2;0;2;0;100;0;none;none;none;none;none;none
0.0;0;1;0;0;0;34;0;1;2;0;2;0;2;42;none;none;none;none;none;none
0.0;0;1;0;0;1;25;0;1;1;0;4;0;1;19;Refused Bequest;none;none;none;none;none
0.0;0;1;0;0;1;24;0;1;1;0;4;0;1;19;Refused Bequest;none;none;none;none;none
0.0;1;4;2;0;0;32;0;1;4;0;11;2;200;40;none;none;none;none;none;none
0.0;2;1;0;0;0;42;0;3;0;0;1;0;0;58;none;none;none;none;none;none
0.0;0;_;0;0;0;6;0;1;0;0;0;0;0;0;none;none;none;none;none;none
0.0;0;_;0;0;0;9;0;1;0;0;0;0;0;0;none;none;none;none;none;none
0.0;0;_;0;0;0;20;0;1;0;0;0;0;0;0;none;none;none;none;none;none
0.0;0;_;0;0;0;14;0;1;0;0;0;0;0;0;none;none;none;none;none;none
0.0;5;2;1;0;1;58;0;1;5;0;23;2;500;62;none;none;none;none;none;none
0.0;2;5;0;0;0;69;0;1;2;0;10;1;2;62;none;none;none;none;none;none
0.0;0;_;0;0;3;4;0;1;0;0;24;0;0;0;none;none;none;none;none;none
0.0;2;1;1;1;3;17;1;1;1;0;26;1;0;75;none;none;none;none;none;none
0.0;0;1;0;0;0;131;0;2;0;0;1;0;0;83;none;none;none;none;none;none
0.0;0;_;0;0;1;37;0;1;0;0;11;0;0;50;none;none;none;none;none;none
0.0;8;1;0;0;0;103;0;1;9;0;22;3;9;66;none;none;none;none;none;none
1.0;7;5;3;0;1;128;0;1;8;0;45;6;267;58;none;none;none;none;none;none
1.0;6;8;5;1;1;66;0;1;6;0;35;2;120;35;none;none;none;none;none;none
0.0;0;1;0;0;1;19;0;1;0;0;0;0;0;0;none;none;none;none;none;none
0.0;5;5;5;3;1;75;1;1;11;0;32;4;200;58;none;none;none;none;none;none
0.0;4;2;3;1;1;43;0;1;8;0;23;1;267;55;none;none;none;none;none;none
0.0;1;2;6;0;1;38;0;1;7;0;18;0;117;11;none;none;none;none;none;none
0.0;1;1;0;0;0;7;0;1;0;0;0;0;0;100;none;none;none;none;none;none
0.0;1;1;1;0;1;10;0;1;2;0;14;1;200;0;none;none;none;none;none;none
1.0;11;1;4;0;1;165;0;11;2;0;33;0;50;87;none;none;none;none;none;none
0.0;4;1;0;0;1;21;0;1;3;0;17;0;3;58;none;none;none;none;none;none
0.0;0;_;0;0;1;11;0;1;0;0;11;0;0;0;none;none;none;none;none;none
0.0;0;_;0;0;1;8;0;1;0;0;11;0;0;0;none;none;none;none;none;none
0.0;0;_;0;0;1;9;0;1;0;0;11;0;0;0;none;none;none;none;none;none
0.0;0;_;0;0;1;15;0;1;0;0;11;0;0;0;none;none;none;none;none;none
0.0;0;_;0;0;1;8;0;1;0;0;11;0;0;0;none;none;none;none;none;none
0.0;0;_;0;0;1;8;0;1;0;0;11;0;0;0;none;none;none;none;none;none
0.0;0;_;0;0;1;8;0;1;0;0;11;0;0;0;none;none;none;none;none;none
0.0;0;_;0;0;1;9;0;1;0;0;11;0;0;0;none;none;none;none;none;none
0.0;0;_;0;0;0;3;0;1;0;0;0;0;0;0;none;none;none;none;none;none
0.0;0;_;0;0;3;6;0;1;0;0;24;0;0;100;none;none;none;none;none;none
0.0;0;4;1;0;0;31;0;1;1;0;5;0;100;0;none;none;none;none;none;none
0.0;0;1;1;0;0;10;0;1;1;0;1;0;100;0;none;none;none;none;none;none
1.0;9;6;2;0;0;160;0;3;8;0;39;5;400;77;none;none;none;none;none;none
1.0;1;3;2;0;1;28;0;1;2;0;15;0;100;75;none;none;none;none;none;none
0.0;1;1;2;1;1;17;0;1;2;0;17;0;100;0;none;none;none;none;none;none
0.0;0;1;1;0;0;12;0;1;1;0;1;0;100;0;none;none;none;none;none;none
0.0;0;1;1;0;0;31;0;1;1;0;1;0;100;33;none;none;none;none;none;none
0.0;0;1;1;0;0;20;0;1;1;0;1;0;100;33;none;none;none;none;none;none
0.0;0;_;0;0;1;41;0;1;0;0;11;0;0;0;none;none;none;none;none;none
0.0;1;4;1;0;1;32;1;1;2;0;15;1;100;50;none;none;none;none;none;none
0.0;3;3;2;0;2;52;0;1;3;0;22;1;150;66;none;none;none;none;none;none
0.0;1;2;7;0;1;78;0;2;10;0;23;0;143;80;none;none;none;none;none;none
0.0;1;2;1;0;0;18;0;1;1;0;4;1;100;0;none;none;none;none;none;none
0.0;0;1;0;0;1;26;0;1;1;0;12;0;1;33;none;none;none;none;none;none
0.0;0;1;0;0;1;30;0;1;2;0;13;0;2;0;none;none;none;none;none;none
0.0;0;_;0;0;0;3;0;1;0;0;0;0;0;0;none;none;none;none;none;none
0.0;3;2;3;0;1;27;0;1;3;0;18;0;100;60;none;none;none;none;none;none
0.0;0;1;1;0;0;17;0;1;1;0;1;0;100;33;none;none;none;none;none;none
1.0;2;3;1;0;1;67;0;3;4;0;20;0;400;72;none;none;none;none;none;none
0.0;0;1;1;1;1;5;0;1;1;0;13;1;100;0;none;none;none;none;none;none
0.0;0;_;0;0;2;20;0;1;0;0;11;0;0;0;none;none;none;none;none;none
1.0;3;7;9;0;2;145;0;2;14;0;45;0;156;84;none;none;none;none;none;none
0.0;2;1;3;0;1;16;0;1;3;0;15;0;100;75;none;none;none;none;none;none
0.0;0;1;1;0;2;10;1;1;1;0;12;0;0;0;none;none;none;none;none;none
0.0;0;_;0;0;0;3;0;1;0;0;0;0;0;0;none;none;none;none;none;none
0.0;0;_;0;0;1;85;0;1;0;0;11;0;0;0;none;none;none;none;none;none
0.0;0;_;0;0;1;31;0;1;0;0;11;0;0;0;none;none;none;none;none;none
1.0;2;1;3;0;1;80;0;2;5;0;21;0;167;60;none;none;none;none;none;none
1.0;2;1;3;0;1;28;0;1;6;0;18;0;200;71;none;none;none;none;none;none
0.0;0;1;0;0;1;13;0;1;1;0;12;0;1;0;none;none;none;none;none;none
0.0;0;1;1;0;1;22;0;1;1;0;12;0;100;0;none;none;none;none;none;none
0.0;1;1;1;0;0;3;0;1;1;0;1;0;100;0;none;none;none;none;none;none
0.0;7;3;26;2;1;140;1;1;26;0;55;2;96;92;none;none;none;none;none;none
0.0;0;_;0;0;1;40;0;1;0;0;11;0;0;0;none;none;none;none;none;none
0.0;0;1;0;0;0;9;0;2;0;0;0;0;0;0;none;none;none;none;none;none
0.0;0;1;0;0;3;6;0;1;0;0;24;0;0;0;none;none;none;none;none;none
0.0;1;2;2;0;1;17;2;1;2;0;14;0;0;33;none;none;none;none;none;none
0.0;6;7;4;0;1;95;0;2;10;0;36;2;250;72;none;none;none;none;none;none
0.0;0;1;0;0;3;6;0;1;0;0;24;0;0;100;none;none;none;none;none;none
0.0;4;2;8;0;1;57;0;1;9;0;27;3;113;76;none;none;none;none;none;none
0.0;6;1;10;2;1;45;0;1;10;0;24;2;100;0;none;none;none;none;none;none
1.0;9;1;5;1;1;121;0;3;8;0;46;0;160;82;none;none;none;none;none;none
0.0;4;1;4;0;0;27;0;1;4;0;9;3;100;0;none;none;none;none;none;none
1.0;11;1;2;1;1;37;0;1;2;0;23;3;100;37;none;none;none;none;none;none
0.0;1;1;2;1;1;7;0;1;2;0;15;1;100;0;none;none;none;none;none;none
0.0;4;2;4;0;1;65;0;1;3;0;17;1;75;66;none;none;none;none;none;none
0.0;2;1;1;1;0;3;0;1;1;0;1;0;100;0;none;none;none;none;none;none
0.0;0;_;0;0;3;3;0;1;0;0;24;0;0;0;none;none;none;none;none;none
0.0;1;1;1;1;0;3;0;1;1;0;1;0;100;0;none;none;none;none;none;none
0.0;2;2;2;0;1;20;0;1;1;0;32;1;50;66;none;none;none;none;none;none
0.0;0;1;6;0;1;31;1;1;6;0;18;0;83;75;none;none;none;none;none;none
0.0;1;1;2;2;1;25;0;1;2;0;13;0;100;0;none;none;none;none;none;none
0.0;8;3;6;0;1;136;0;2;8;0;36;3;133;80;none;none;none;none;none;none
1.0;5;2;0;0;1;24;0;1;2;0;17;1;2;33;none;none;none;none;none;none
0.0;0;_;0;0;4;3;0;1;0;0;24;0;0;0;none;none;none;none;none;none
0.0;2;3;5;0;2;82;0;1;5;0;18;0;100;11;none;none;none;none;none;none
0.0;0;1;0;0;0;5;0;1;0;0;0;0;0;0;none;none;none;none;none;none
0.0;3;2;0;0;1;230;0;2;12;0;23;0;12;96;none;none;none;none;none;none
0.0;2;_;0;0;1;13;0;1;0;0;11;0;0;0;none;none;none;none;none;none
0.0;0;_;0;0;2;5;0;1;0;0;15;0;0;0;Refused Bequest;none;none;none;none;none
1.0;2;2;0;0;2;207;0;3;1;0;12;0;1;0;none;none;none;none;none;none
0.0;0;_;0;0;0;19;0;1;0;0;0;0;0;16;none;none;none;none;none;none
0.0;3;2;0;0;1;131;0;1;1;0;15;1;1;80;none;none;none;none;none;none
0.0;5;3;0;0;0;263;0;2;10;0;15;1;10;87;none;none;none;none;none;none
0.0;3;_;0;0;1;19;0;1;0;0;11;0;0;0;none;none;none;none;none;none
1.0;6;2;1;0;1;69;0;2;3;0;21;1;300;62;none;none;none;none;none;none
0.0;0;2;0;0;1;12;0;1;0;0;12;0;0;40;none;none;none;none;none;none
0.0;0;_;0;0;1;51;0;1;0;0;6;0;0;80;Refused Bequest;none;none;none;none;none
0.0;0;1;2;1;0;4;0;1;2;0;2;0;100;0;none;none;none;none;none;none
0.0;3;3;9;1;2;60;1;1;12;0;44;1;122;30;none;none;none;none;none;none
0.0;2;1;5;2;1;16;0;1;9;0;24;1;180;0;none;none;none;none;none;none
1.0;5;6;16;1;2;133;1;1;20;0;66;3;119;19;none;none;none;none;none;none
0.0;2;1;1;0;3;16;1;1;1;0;26;1;0;75;none;none;none;none;none;none
0.0;1;2;1;0;4;21;1;1;2;0;33;0;100;66;none;none;none;none;none;none
0.0;1;1;1;1;0;3;0;1;1;0;1;0;100;0;none;none;none;none;none;none
0.0;6;4;6;0;3;57;0;1;6;0;43;3;100;57;none;none;none;none;none;none
0.0;6;5;0;0;1;42;0;1;5;0;24;0;5;50;none;none;none;none;none;none
0.0;3;2;0;0;1;43;0;1;2;0;19;1;2;66;none;none;none;none;none;none
0.0;0;1;2;0;0;4;0;1;2;0;2;0;100;0;none;none;none;none;none;none
0.0;0;1;1;0;1;3;0;1;1;0;12;0;100;0;none;none;none;none;none;none
0.0;23;4;17;0;1;218;1;3;25;0;86;9;141;85;none;none;none;none;none;none
0.0;1;1;1;0;1;5;0;1;1;0;32;1;100;0;none;none;none;none;none;none
0.0;1;1;1;0;1;6;0;1;1;0;31;0;100;0;none;none;none;none;none;none
0.0;2;1;2;0;3;17;2;1;2;0;29;2;0;55;none;none;none;none;none;none
0.0;1;3;1;0;0;175;0;3;8;0;10;1;800;83;none;none;none;none;none;none
0.0;0;_;0;0;0;10;0;1;0;0;0;0;0;0;none;none;none;none;none;none
0.0;0;_;0;0;0;10;0;1;0;0;0;0;0;0;none;none;none;none;none;none
0.0;0;_;0;0;1;7;0;1;0;0;11;0;0;0;none;none;none;none;none;none
0.0;0;_;0;0;0;4;0;1;0;0;0;0;0;0;none;none;none;none;none;none
0.0;1;4;5;0;1;51;2;1;5;0;20;0;60;28;none;none;none;none;none;none
0.0;1;_;0;0;1;12;0;1;0;0;11;0;0;0;none;none;none;none;none;none
0.0;3;2;1;1;1;18;0;1;1;0;19;1;100;0;none;none;none;none;none;none
0.0;5;3;0;0;1;80;0;5;0;0;11;0;0;0;Refused Bequest;none;none;none;none;none
0.0;6;3;0;0;1;31;0;1;2;0;19;3;2;50;none;none;none;none;none;none
0.0;0;_;0;0;2;11;0;1;0;0;12;0;0;0;none;none;none;none;none;none
0.0;0;_;0;0;2;12;0;1;0;0;12;0;0;0;none;none;none;none;none;none
0.0;0;_;0;0;2;13;0;1;0;0;12;0;0;0;none;none;none;none;none;none
0.0;1;_;0;0;1;11;0;1;0;0;11;0;0;0;none;none;none;none;none;none
0.0;0;_;0;0;0;3;0;1;0;0;0;0;0;0;none;none;none;none;none;none
0.0;0;1;1;0;1;12;0;1;1;0;12;0;100;0;none;none;none;none;none;none
0.0;3;2;5;0;0;46;0;1;6;0;14;0;120;35;none;none;none;none;none;none
0.0;0;1;5;0;0;32;0;1;5;1;6;0;100;72;none;none;none;none;none;none
0.0;2;1;8;3;0;10;0;1;8;0;8;0;100;0;none;none;none;none;none;none
0.0;1;4;13;2;1;66;2;1;13;0;37;1;85;78;none;none;none;none;none;none
0.0;4;7;12;2;1;120;0;1;17;0;53;2;142;41;none;none;none;none;none;none
0.0;3;1;23;0;0;121;0;1;24;0;38;1;104;72;none;none;none;none;none;none
0.0;0;1;1;0;1;12;0;1;1;0;12;0;100;0;none;none;none;none;none;none
0.0;0;1;1;0;0;7;0;1;1;1;1;0;100;0;none;none;none;none;none;none
0.0;0;1;4;0;0;46;0;2;4;0;4;0;100;0;none;none;none;none;none;none
0.0;0;1;1;0;0;5;0;1;1;0;1;0;100;0;none;none;none;none;none;none
0.0;0;1;1;0;1;12;0;1;1;0;12;0;100;0;none;none;none;none;none;none
1.0;1;1;4;0;0;73;0;2;4;0;4;0;100;0;none;none;none;none;none;none
0.0;0;1;0;0;0;10;0;1;1;0;1;0;1;50;none;none;none;none;none;none
0.0;1;1;4;0;0;44;0;2;4;0;8;2;100;0;none;none;none;none;none;none
0.0;0;1;1;0;0;5;0;1;1;0;1;0;100;0;none;none;none;none;none;none
0.0;0;1;1;0;1;20;0;1;1;0;12;0;100;0;none;none;none;none;none;none
0.0;0;1;16;0;0;134;0;1;16;0;17;0;100;0;none;none;none;none;none;none
0.0;0;1;3;0;0;15;0;1;3;0;3;0;100;66;none;none;none;none;none;none
0.0;0;1;19;0;0;78;0;1;19;0;20;1;100;0;none;none;none;none;none;none
0.0;0;2;4;0;0;36;0;1;4;0;4;0;100;0;none;none;none;none;none;none
1.0;0;1;7;0;0;39;0;1;7;0;7;0;100;0;none;none;none;none;none;none
0.0;0;1;1;0;0;6;0;1;1;0;1;0;100;0;none;none;none;none;none;none
1.0;0;1;8;0;0;46;0;1;8;0;8;0;100;0;none;none;none;none;none;none
0.0;0;1;1;0;1;4;0;1;1;0;4;0;100;0;none;none;none;none;none;none
0.0;0;1;1;0;0;4;0;1;1;0;1;0;100;0;none;none;none;none;none;none
0.0;0;1;1;0;1;4;0;1;1;0;12;0;100;0;none;none;none;none;none;none
0.0;0;1;1;0;0;4;0;1;1;0;1;0;100;0;none;none;none;none;none;none
0.0;0;1;1;0;0;6;0;1;2;0;2;0;200;0;none;none;none;none;none;none
0.0;0;1;2;0;0;7;0;1;2;0;2;0;100;0;none;none;none;none;none;none
0.0;0;1;3;0;0;8;0;1;3;0;3;0;100;0;none;none;none;none;none;none
0.0;0;1;1;0;1;5;0;1;1;0;4;0;100;0;none;none;none;none;none;none
0.0;0;1;2;0;0;7;0;1;2;0;2;0;100;0;none;none;none;none;none;none
0.0;2;1;11;0;0;88;0;1;12;0;13;1;109;42;none;none;none;none;none;none
1.0;3;1;14;0;0;163;0;2;14;0;21;1;100;0;none;none;none;none;none;none
0.0;0;1;0;0;0;11;0;1;2;0;3;0;2;50;none;none;none;none;none;none
0.0;1;1;1;0;0;38;0;2;1;0;2;0;100;0;none;none;none;none;none;none
0.0;0;1;1;1;1;20;0;1;1;0;12;0;100;66;none;none;none;none;none;none
0.0;0;1;3;0;0;60;0;1;4;0;4;0;133;55;none;none;none;none;none;none
0.0;0;1;3;0;0;8;0;1;3;0;3;0;100;0;none;none;none;none;none;none
0.0;0;1;1;0;1;19;0;1;2;0;15;2;200;0;none;none;none;none;none;none
1.0;1;1;2;0;0;37;0;4;2;0;4;1;100;0;none;none;none;none;none;none
0.0;0;_;0;0;1;5;0;1;0;0;11;0;0;0;none;none;none;none;none;none
0.0;0;1;2;0;0;16;0;1;3;0;3;0;150;75;none;none;none;none;none;none
0.0;0;_;0;0;1;5;0;1;0;0;11;0;0;0;none;none;none;none;none;none
0.0;0;1;2;0;0;74;0;2;2;0;2;0;100;0;none;none;none;none;none;none
0.0;0;1;4;0;0;27;0;1;4;0;4;0;100;58;none;none;none;none;none;none
0.0;2;1;1;0;0;35;0;1;2;0;6;0;200;0;none;none;none;none;none;none
0.0;4;2;7;0;0;99;0;2;8;0;13;0;114;25;none;none;none;none;none;none
0.0;1;1;0;0;0;9;0;1;1;0;1;0;1;0;none;none;none;none;none;none
0.0;2;1;1;0;0;21;0;2;1;0;3;0;100;0;none;none;none;none;none;none
1.0;1;1;2;0;0;8;0;1;2;0;2;0;100;0;none;none;none;none;none;none
2.0;4;3;4;0;0;42;0;1;5;0;15;4;125;0;none;none;none;none;none;none
0.0;0;1;8;0;1;70;0;1;7;1;20;0;88;100;none;none;none;none;none;none
0.0;0;_;0;0;1;11;0;1;0;0;11;0;0;0;none;none;none;none;none;none
0.0;0;1;3;0;1;93;0;9;3;0;15;0;100;0;none;none;none;none;none;none
0.0;1;1;3;0;1;14;0;1;2;1;14;1;67;100;none;none;none;none;none;none
0.0;1;1;4;0;1;18;0;1;3;1;15;1;75;100;none;none;none;none;none;none
0.0;1;1;3;0;1;13;0;1;2;1;14;1;67;100;none;none;none;none;none;none
0.0;0;_;0;0;1;5;0;1;0;0;11;0;0;0;none;none;none;none;none;none
0.0;0;_;0;0;1;5;0;1;0;0;11;0;0;0;none;none;none;none;none;none
0.0;0;_;0;0;1;6;0;1;0;0;11;0;0;0;none;none;none;none;none;none
0.0;0;1;1;0;1;7;0;1;1;0;12;0;100;0;none;none;none;none;none;none
0.0;0;_;0;0;1;2;0;1;0;0;11;0;0;0;none;none;none;none;none;none
0.0;0;1;2;0;1;39;0;3;2;0;13;0;100;16;none;none;none;none;none;none
0.0;0;_;0;0;0;6;0;1;0;0;0;0;0;0;none;none;none;none;none;none
0.0;0;1;1;0;0;10;0;1;1;0;1;0;100;0;none;none;none;none;none;none
0.0;4;1;23;0;1;440;0;48;23;0;36;1;100;0;none;none;none;none;none;none
0.0;0;1;2;0;1;10;0;1;2;0;13;0;100;0;none;none;none;none;none;none
0.0;0;_;0;0;1;5;0;1;0;0;11;0;0;0;none;none;none;none;none;none
0.0;0;1;2;0;1;12;0;1;2;0;13;0;100;0;none;none;none;none;none;none
0.0;0;_;0;0;1;2;0;1;0;0;11;0;0;0;none;none;none;none;none;none
0.0;0;1;1;0;1;6;0;1;1;0;12;0;100;0;none;none;none;none;none;none
0.0;0;1;1;0;1;6;0;1;1;0;12;0;100;0;none;none;none;none;none;none
0.0;0;_;0;0;1;2;0;1;0;0;11;0;0;0;none;none;none;none;none;none
