Resource,A,AC,AHF,AID,AIF,AIUR,ALD,AOFD,AUF,CA,CBO,CC,CE,CF,CIW,CL,CM,COC,CR,ChC,DAC,DD,DOIH,EC,FO,HDiff,HEff,HPLen,HPVoc,HPVol,I,IUR,JUC,LCOM1,LCOM2,LCOM3,LOC,MDC,MHF,MIC,MIF,MNOB,MNOL,MNOP,MPC,MSOO,NAM,NCC,NIC,NOA,NOAM,NOC,NOCC,NOCON,NOCP,NOED,NOIS,NOLV,NOM,NOO,NOOM,NOP,NOPA,NORM,NOprnd,NOprtr,NUOprnd,NUOprtr,PC,PF,PIS,PPkgM,PPrivM,PProtM,PPubM,PS,PUR,RFC,RMD,TCC,TCR,TRAp,TRAu,TRDp,TRDu,VOD,WCM,WMPC1,WMPC2,WOC
XE210.org.apache.xerces.util.URI.MalformedURIException.MalformedURIException,,,,0,,,0,,,,,1,,,,,,,67,,,,,1,,,,,,,,,0,,,,3,1,,,,0,,1,1,,,,0,,,,,,,,,0,,,,1,,,,,,,,,,,,,,,,,,,200,,,,,,,,,
XE210.org.apache.xerces.util.URI.URI,,,,0,,,0,,,,,1,,,,,,,60,,,,,1,,,,,,,,,0,,,,2,1,,,,0,,0,0,,,,0,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,150,,,,,,,,,
XE210.org.apache.xerces.util.URI.URI,,,,0,,,0,,,,,1,,,,,,,67,,,,,1,,,,,,,,,0,,,,3,1,,,,0,,1,1,,,,0,,,,,,,,,0,,,,1,,,,,,,,,,,,,,,,,,,200,,,,,,,,,
XE210.org.apache.xerces.util.URI.URI,,,,0,,,0,,,,,1,,,,,,,83,,,,,1,,,,,,,,,0,,,,3,1,,,,0,,1,1,,,,0,,,,,,,,,0,,,,1,,,,,,,,,,,,,,,,,,,500,,,,,,,,,
XE210.org.apache.xerces.util.URI.URI,,,,0,,,0,,,,,1,,,,,,,86,,,,,1,,,,,,,,,0,,,,3,1,,,,0,,2,1,,,,0,,,,,,,,,0,,,,2,,,,,,,,,,,,,,,,,,,633,,,,,,,,,
XE210.org.apache.xerces.util.URI.URI,,,,0,,,0,,,,,1,,,,,,,80,,,,,1,,,,,,,,,0,,,,3,1,,,,0,,2,1,,,,0,,,,,,,,,0,,,,2,,,,,,,,,,,,,,,,,,,400,,,,,,,,,
XE210.org.apache.xerces.util.URI.URI,,,,0,,,0,,,,,1,,,,,,,85,,,,,1,,,,,,,,,0,,,,3,1,,,,0,,3,1,,,,0,,,,,,,,,0,,,,3,,,,,,,,,,,,,,,,,,,567,,,,,,,,,
XE210.org.apache.xerces.util.URI.URI,,,,0,,,0,,,,,3,,,,,,,46,,,,,1,,,,,,,,,0,,,,14,2,,,,2,,2,5,,,,0,,,,,,,,,0,,,,2,,,,,,,,,,,,,,,,,,,86,,,,,,,,,
XE210.org.apache.xerces.util.URI.URI,,,,0,,,0,,,,,1,,,,,,,81,,,,,1,,,,,,,,,0,,,,5,1,,,,0,,5,1,,,,0,,,,,,,,,0,,,,5,,,,,,,,,,,,,,,,,,,420,,,,,,,,,
XE210.org.apache.xerces.util.URI.URI,,,,0,,,0,,,,,8,,,,,,,39,,,,,8,,,,,,,,,0,,,,35,8,,,,7,,7,11,,,,0,,,,,,,,,0,,,,7,,,,,,,,,,,,,,,,,,,64,,,,,,,,,
XE210.org.apache.xerces.util.URI.absolutize,,,,0,,,8,,,,,17,,,,,,,22,,,,,1,,,,,,,,,0,,,,83,1,,,,19,,1,18,,,,0,,,,,,,,,6,,,,1,,,,,,,,,,,,,,,,,,,28,,,,,,,,,
XE210.org.apache.xerces.util.URI.appendPath,,,,0,,,1,,,,,8,,,,,,,27,,,,,1,,,,,,,,,0,,,,34,1,,,,12,,1,8,,,,0,,,,,,,,,0,,,,1,,,,,,,,,,,,,,,,,,,36,,,,,,,,,
XE210.org.apache.xerces.util.URI.equals,,,,0,,,7,,,,,3,,,,,,,23,,,,,3,,,,,,,,,0,,,,27,3,,,,2,,1,1,,,,0,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,30,,,,,,,,,
XE210.org.apache.xerces.util.URI.getAuthority,,,,0,,,4,,,,,5,,,,,,,22,,,,,1,,,,,,,,,0,,,,21,1,,,,5,,0,5,,,,0,,,,,,,,,1,,,,0,,,,,,,,,,,,,,,,,,,28,,,,,,,,,
XE210.org.apache.xerces.util.URI.getFragment,,,,0,,,1,,,,,1,,,,,,,70,,,,,1,,,,,,,,,0,,,,3,1,,,,0,,0,0,,,,0,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,233,,,,,,,,,
XE210.org.apache.xerces.util.URI.getHost,,,,0,,,1,,,,,1,,,,,,,63,,,,,1,,,,,,,,,0,,,,3,1,,,,0,,0,0,,,,0,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,167,,,,,,,,,
XE210.org.apache.xerces.util.URI.getPath,,,,0,,,3,,,,,3,,,,,,,48,,,,,1,,,,,,,,,0,,,,13,1,,,,2,,2,4,,,,0,,,,,,,,,1,,,,2,,,,,,,,,,,,,,,,,,,93,,,,,,,,,
XE210.org.apache.xerces.util.URI.getPath,,,,0,,,1,,,,,1,,,,,,,67,,,,,1,,,,,,,,,0,,,,3,1,,,,0,,0,0,,,,0,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,200,,,,,,,,,
XE210.org.apache.xerces.util.URI.getPort,,,,0,,,1,,,,,1,,,,,,,63,,,,,1,,,,,,,,,0,,,,3,1,,,,0,,0,0,,,,0,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,167,,,,,,,,,
XE210.org.apache.xerces.util.URI.getQueryString,,,,0,,,1,,,,,1,,,,,,,70,,,,,1,,,,,,,,,0,,,,3,1,,,,0,,0,0,,,,0,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,233,,,,,,,,,
XE210.org.apache.xerces.util.URI.getRegBasedAuthority,,,,0,,,1,,,,,1,,,,,,,63,,,,,1,,,,,,,,,0,,,,3,1,,,,0,,0,0,,,,0,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,167,,,,,,,,,
XE210.org.apache.xerces.util.URI.getScheme,,,,0,,,1,,,,,1,,,,,,,63,,,,,1,,,,,,,,,0,,,,3,1,,,,0,,0,0,,,,0,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,167,,,,,,,,,
XE210.org.apache.xerces.util.URI.getSchemeSpecificPart,,,,0,,,7,,,,,8,,,,,,,16,,,,,1,,,,,,,,,0,,,,32,1,,,,8,,0,5,,,,0,,,,,,,,,1,,,,0,,,,,,,,,,,,,,,,,,,20,,,,,,,,,
XE210.org.apache.xerces.util.URI.getUserinfo,,,,0,,,1,,,,,1,,,,,,,63,,,,,1,,,,,,,,,0,,,,3,1,,,,0,,0,0,,,,0,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,167,,,,,,,,,
XE210.org.apache.xerces.util.URI.initialize,,,,0,,,8,,,,,1,,,,,,,33,,,,,1,,,,,,,,,0,,,,10,1,,,,0,,1,8,,,,0,,,,,,,,,0,,,,1,,,,,,,,,,,,,,,,,,,50,,,,,,,,,
XE210.org.apache.xerces.util.URI.initialize,,,,0,,,3,,,,,16,,,,,,,36,,,,,11,,,,,,,,,0,,,,65,8,,,,16,,3,11,,,,0,,,,,,,,,10,,,,3,,,,,,,,,,,,,,,,,,,56,,,,,,,,,
XE210.org.apache.xerces.util.URI.initialize,,,,0,,,2,,,,,15,,,,,,,36,,,,,11,,,,,,,,,0,,,,62,8,,,,15,,2,11,,,,0,,,,,,,,,10,,,,2,,,,,,,,,,,,,,,,,,,55,,,,,,,,,
XE210.org.apache.xerces.util.URI.initializeAuthority,,,,0,,,4,,,,,16,,,,,,,26,,,,,4,,,,,,,,,0,,,,71,1,,,,14,,1,8,,,,0,,,,,,,,,12,,,,1,,,,,,,,,,,,,,,,,,,36,,,,,,,,,
XE210.org.apache.xerces.util.URI.initializePath,,,,0,,,3,,,,,25,,,,,,,18,,,,,25,,,,,,,,,0,,,,105,25,,,,25,,2,8,,,,0,,,,,,,,,4,,,,2,,,,,,,,,,,,,,,,,,,23,,,,,,,,,
XE210.org.apache.xerces.util.URI.initializeScheme,,,,0,,,0,,,,,4,,,,,,,25,,,,,3,,,,,,,,,0,,,,22,1,,,,3,,1,5,,,,0,,,,,,,,,4,,,,1,,,,,,,,,,,,,,,,,,,33,,,,,,,,,
XE210.org.apache.xerces.util.URI.isAbsoluteURI,,,,0,,,1,,,,,1,,,,,,,70,,,,,1,,,,,,,,,0,,,,3,1,,,,0,,0,0,,,,0,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,233,,,,,,,,,
XE210.org.apache.xerces.util.URI.isAlpha,,,,0,,,0,,,,,1,,,,,,,63,,,,,1,,,,,,,,,0,,,,3,1,,,,0,,1,0,,,,0,,,,,,,,,0,,,,1,,,,,,,,,,,,,,,,,,,167,,,,,,,,,
XE210.org.apache.xerces.util.URI.isAlphanum,,,,0,,,2,,,,,1,,,,,,,63,,,,,1,,,,,,,,,0,,,,3,1,,,,0,,1,0,,,,0,,,,,,,,,0,,,,1,,,,,,,,,,,,,,,,,,,167,,,,,,,,,
XE210.org.apache.xerces.util.URI.isConformantSchemeName,,,,0,,,0,,,,,5,,,,,,,26,,,,,5,,,,,,,,,0,,,,17,1,,,,3,,1,5,,,,0,,,,,,,,,3,,,,1,,,,,,,,,,,,,,,,,,,35,,,,,,,,,
XE210.org.apache.xerces.util.URI.isDigit,,,,0,,,0,,,,,1,,,,,,,63,,,,,1,,,,,,,,,0,,,,3,1,,,,0,,1,0,,,,0,,,,,,,,,0,,,,1,,,,,,,,,,,,,,,,,,,167,,,,,,,,,
XE210.org.apache.xerces.util.URI.isGenericURI,,,,0,,,1,,,,,1,,,,,,,75,,,,,1,,,,,,,,,0,,,,3,1,,,,0,,0,0,,,,0,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,300,,,,,,,,,
XE210.org.apache.xerces.util.URI.isHex,,,,0,,,2,,,,,1,,,,,,,67,,,,,1,,,,,,,,,0,,,,3,1,,,,0,,1,0,,,,0,,,,,,,,,0,,,,1,,,,,,,,,,,,,,,,,,,200,,,,,,,,,
XE210.org.apache.xerces.util.URI.isPathCharacter,,,,0,,,2,,,,,1,,,,,,,63,,,,,1,,,,,,,,,0,,,,3,1,,,,0,,1,0,,,,0,,,,,,,,,0,,,,1,,,,,,,,,,,,,,,,,,,167,,,,,,,,,
XE210.org.apache.xerces.util.URI.isReservedCharacter,,,,0,,,2,,,,,1,,,,,,,67,,,,,1,,,,,,,,,0,,,,3,1,,,,0,,1,0,,,,0,,,,,,,,,0,,,,1,,,,,,,,,,,,,,,,,,,200,,,,,,,,,
XE210.org.apache.xerces.util.URI.isSchemeCharacter,,,,0,,,2,,,,,1,,,,,,,63,,,,,1,,,,,,,,,0,,,,3,1,,,,0,,1,0,,,,0,,,,,,,,,0,,,,1,,,,,,,,,,,,,,,,,,,167,,,,,,,,,
XE210.org.apache.xerces.util.URI.isURICharacter,,,,0,,,2,,,,,1,,,,,,,67,,,,,1,,,,,,,,,0,,,,3,1,,,,0,,1,0,,,,0,,,,,,,,,0,,,,1,,,,,,,,,,,,,,,,,,,200,,,,,,,,,
XE210.org.apache.xerces.util.URI.isURIString,,,,0,,,0,,,,,6,,,,,,,20,,,,,6,,,,,,,,,0,,,,28,6,,,,6,,1,4,,,,0,,,,,,,,,3,,,,1,,,,,,,,,,,,,,,,,,,25,,,,,,,,,
XE210.org.apache.xerces.util.URI.isUnreservedCharacter,,,,0,,,2,,,,,1,,,,,,,63,,,,,1,,,,,,,,,0,,,,3,1,,,,0,,1,0,,,,0,,,,,,,,,0,,,,1,,,,,,,,,,,,,,,,,,,167,,,,,,,,,
XE210.org.apache.xerces.util.URI.isUserinfoCharacter,,,,0,,,2,,,,,1,,,,,,,63,,,,,1,,,,,,,,,0,,,,3,1,,,,0,,1,0,,,,0,,,,,,,,,0,,,,1,,,,,,,,,,,,,,,,,,,167,,,,,,,,,
XE210.org.apache.xerces.util.URI.isValidRegistryBasedAuthority,,,,0,,,0,,,,,5,,,,,,,30,,,,,5,,,,,,,,,0,,,,21,5,,,,4,,1,4,,,,0,,,,,,,,,3,,,,1,,,,,,,,,,,,,,,,,,,43,,,,,,,,,
XE210.org.apache.xerces.util.URI.isValidServerBasedAuthority,,,,0,,,0,,,,,8,,,,,,,37,,,,,8,,,,,,,,,0,,,,29,8,,,,7,,3,5,,,,0,,,,,,,,,3,,,,3,,,,,,,,,,,,,,,,,,,59,,,,,,,,,
XE210.org.apache.xerces.util.URI.isWellFormedAddress,,,,0,,,0,,,,,14,,,,,,,31,,,,,13,,,,,,,,,0,,,,50,13,,,,15,,1,10,,,,0,,,,,,,,,5,,,,1,,,,,,,,,,,,,,,,,,,45,,,,,,,,,
XE210.org.apache.xerces.util.URI.isWellFormedIPv4Address,,,,0,,,0,,,,,9,,,,,,,39,,,,,9,,,,,,,,,0,,,,36,9,,,,10,,1,3,,,,0,,,,,,,,,7,,,,1,,,,,,,,,,,,,,,,,,,63,,,,,,,,,
XE210.org.apache.xerces.util.URI.isWellFormedIPv6Reference,,,,0,,,0,,,,,9,,,,,,,37,,,,,1,,,,,,,,,0,,,,40,1,,,,10,,1,5,,,,0,,,,,,,,,5,,,,1,,,,,,,,,,,,,,,,,,,60,,,,,,,,,
XE210.org.apache.xerces.util.URI.scanHexSequence,,,,0,,,0,,,,,10,,,,,,,43,,,,,7,,,,,,,,,0,,,,28,7,,,,8,,4,2,,,,0,,,,,,,,,4,,,,4,,,,,,,,,,,,,,,,,,,77,,,,,,,,,
XE210.org.apache.xerces.util.URI.setFragment,,,,0,,,1,,,,,5,,,,,,,35,,,,,1,,,,,,,,,0,,,,20,4,,,,8,,1,4,,,,0,,,,,,,,,0,,,,1,,,,,,,,,,,,,,,,,,,55,,,,,,,,,
XE210.org.apache.xerces.util.URI.setHost,,,,0,,,4,,,,,4,,,,,,,43,,,,,1,,,,,,,,,0,,,,16,1,,,,4,,1,3,,,,0,,,,,,,,,0,,,,1,,,,,,,,,,,,,,,,,,,75,,,,,,,,,
XE210.org.apache.xerces.util.URI.setPath,,,,0,,,3,,,,,2,,,,,,,58,,,,,1,,,,,,,,,0,,,,10,1,,,,2,,1,1,,,,0,,,,,,,,,0,,,,1,,,,,,,,,,,,,,,,,,,140,,,,,,,,,
XE210.org.apache.xerces.util.URI.setPort,,,,0,,,2,,,,,4,,,,,,,48,,,,,4,,,,,,,,,0,,,,12,4,,,,4,,1,1,,,,0,,,,,,,,,0,,,,1,,,,,,,,,,,,,,,,,,,92,,,,,,,,,
XE210.org.apache.xerces.util.URI.setQueryString,,,,0,,,1,,,,,5,,,,,,,35,,,,,1,,,,,,,,,0,,,,20,4,,,,8,,1,4,,,,0,,,,,,,,,0,,,,1,,,,,,,,,,,,,,,,,,,55,,,,,,,,,
XE210.org.apache.xerces.util.URI.setRegBasedAuthority,,,,0,,,4,,,,,3,,,,,,,43,,,,,1,,,,,,,,,0,,,,16,1,,,,3,,1,4,,,,0,,,,,,,,,0,,,,1,,,,,,,,,,,,,,,,,,,76,,,,,,,,,
XE210.org.apache.xerces.util.URI.setScheme,,,,1,,,1,,,,,3,,,,,,,45,,,,,1,,,,,,,,,0,,,,10,2,,,,2,,1,3,,,,1,,,,,,,,,0,,,,1,,,,,,,,,,,,,,,,,,,82,,,,,,,,,
XE210.org.apache.xerces.util.URI.setUserinfo,,,,0,,,2,,,,,7,,,,,,,25,,,,,7,,,,,,,,,0,,,,32,7,,,,7,,1,5,,,,0,,,,,,,,,3,,,,1,,,,,,,,,,,,,,,,,,,33,,,,,,,,,
XE210.org.apache.xerces.util.URI.toString,,,,0,,,1,,,,,2,,,,,,,33,,,,,1,,,,,,,,,0,,,,9,1,,,,1,,0,5,,,,0,,,,,,,,,1,,,,0,,,,,,,,,,,,,,,,,,,50,,,,,,,,,
XE210.org.apache.xerces.util.XML11Char,,12,,,,,,0,13,,1,9,0,,23,100,42,12,53,13,0,1,1,35,0,45,300679,924,145,6634,,,0,19,86,88,209,35,,0,,,4,1,,9,0,,,0,,1,0,0,,0,1,,14,14,0,,0,5,457,467,121,24,,,,0,4,0,96,,,30,,40,112,0,0,0,0,2,58,35,28,61
XE210.org.apache.xerces.util.XML11Char.isXML11Content,,,,0,,,2,,,,,1,,,,,,,70,,,,,1,,,,,,,,,0,,,,4,1,,,,0,,1,0,,,,0,,,,,,,,,0,,,,1,,,,,,,,,,,,,,,,,,,233,,,,,,,,,
XE210.org.apache.xerces.util.XML11Char.isXML11InternalEntityContent,,,,0,,,2,,,,,1,,,,,,,70,,,,,1,,,,,,,,,0,,,,4,1,,,,0,,1,0,,,,0,,,,,,,,,0,,,,1,,,,,,,,,,,,,,,,,,,233,,,,,,,,,
XE210.org.apache.xerces.util.XML11Char.isXML11Invalid,,,,0,,,0,,,,,1,,,,,,,75,,,,,1,,,,,,,,,0,,,,3,1,,,,0,,1,1,,,,0,,,,,,,,,0,,,,1,,,,,,,,,,,,,,,,,,,300,,,,,,,,,
XE210.org.apache.xerces.util.XML11Char.isXML11NCName,,,,0,,,2,,,,,1,,,,,,,73,,,,,1,,,,,,,,,0,,,,4,1,,,,0,,1,0,,,,0,,,,,,,,,0,,,,1,,,,,,,,,,,,,,,,,,,267,,,,,,,,,
XE210.org.apache.xerces.util.XML11Char.isXML11NCNameStart,,,,0,,,2,,,,,1,,,,,,,73,,,,,1,,,,,,,,,0,,,,4,1,,,,0,,1,0,,,,0,,,,,,,,,0,,,,1,,,,,,,,,,,,,,,,,,,267,,,,,,,,,
XE210.org.apache.xerces.util.XML11Char.isXML11Name,,,,0,,,2,,,,,1,,,,,,,73,,,,,1,,,,,,,,,0,,,,4,1,,,,0,,1,0,,,,0,,,,,,,,,0,,,,1,,,,,,,,,,,,,,,,,,,267,,,,,,,,,
XE210.org.apache.xerces.util.XML11Char.isXML11NameHighSurrogate,,,,0,,,0,,,,,1,,,,,,,73,,,,,1,,,,,,,,,0,,,,3,1,,,,0,,1,0,,,,0,,,,,,,,,0,,,,1,,,,,,,,,,,,,,,,,,,267,,,,,,,,,
XE210.org.apache.xerces.util.XML11Char.isXML11NameStart,,,,0,,,2,,,,,1,,,,,,,73,,,,,1,,,,,,,,,0,,,,4,1,,,,0,,1,0,,,,0,,,,,,,,,0,,,,1,,,,,,,,,,,,,,,,,,,267,,,,,,,,,
XE210.org.apache.xerces.util.XML11Char.isXML11Space,,,,0,,,2,,,,,1,,,,,,,78,,,,,1,,,,,,,,,0,,,,3,1,,,,0,,1,0,,,,0,,,,,,,,,0,,,,1,,,,,,,,,,,,,,,,,,,350,,,,,,,,,
XE210.org.apache.xerces.util.XML11Char.isXML11Valid,,,,0,,,2,,,,,1,,,,,,,79,,,,,1,,,,,,,,,0,,,,4,1,,,,0,,1,0,,,,0,,,,,,,,,0,,,,1,,,,,,,,,,,,,,,,,,,367,,,,,,,,,
XE210.org.apache.xerces.util.XML11Char.isXML11ValidLiteral,,,,0,,,3,,,,,1,,,,,,,75,,,,,1,,,,,,,,,0,,,,4,1,,,,0,,1,0,,,,0,,,,,,,,,0,,,,1,,,,,,,,,,,,,,,,,,,300,,,,,,,,,
XE210.org.apache.xerces.util.XML11Char.isXML11ValidNCName,,,,0,,,0,,,,,9,,,,,,,18,,,,,9,,,,,,,,,0,,,,38,9,,,,9,,1,7,,,,0,,,,,,,,,5,,,,1,,,,,,,,,,,,,,,,,,,22,,,,,,,,,
XE210.org.apache.xerces.util.XML11Char.isXML11ValidName,,,,0,,,0,,,,,9,,,,,,,18,,,,,9,,,,,,,,,0,,,,38,9,,,,9,,1,7,,,,0,,,,,,,,,5,,,,1,,,,,,,,,,,,,,,,,,,22,,,,,,,,,
XE210.org.apache.xerces.util.XML11Char.isXML11ValidNmtoken,,,,0,,,0,,,,,6,,,,,,,28,,,,,6,,,,,,,,,0,,,,22,6,,,,5,,1,6,,,,0,,,,,,,,,4,,,,1,,,,,,,,,,,,,,,,,,,38,,,,,,,,,
XE210.org.apache.xerces.util.XMLAttributesImpl,,16,,,,,,2,14,,3,16,3,,35,57,22,9,55,12,1,2,1,64,3,73,717023,1325,169,9806,,,0,0,81,80,405,51,,0,,,6,3,,16,1,,,8,,2,0,2,,3,3,,49,41,28,,0,14,651,674,138,31,,,,0,2,28,70,,,94,,84,121,0,0,0,0,2,68,106,94,114
XE210.org.apache.xerces.util.XMLAttributesImpl.Attribute,,37,,,,,,0,100,,3,,2,,7,60,31,1,54,1,2,2,1,0,2,2,47,9,6,23,,,0,,,,9,0,,0,,,0,0,,,0,,,7,,1,0,0,,2,3,,7,0,0,,7,0,2,7,2,4,,,,0,0,0,100,,,11,,,116,0,0,0,0,0,50,0,0,0
XE210.org.apache.xerces.util.XMLAttributesImpl.XMLAttributesImpl,,,,0,,,1,,,,,1,,,,,,,25,,,,,1,,,,,,,,,0,,,,3,1,,,,0,,0,1,,,,0,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,33,,,,,,,,,
XE210.org.apache.xerces.util.XMLAttributesImpl.XMLAttributesImpl,,,,0,,,2,,,,,2,,,,,,,44,,,,,1,,,,,,,,,0,,,,6,1,,,,0,,1,1,,,,0,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,80,,,,,,,,,
XE210.org.apache.xerces.util.XMLAttributesImpl.addAttribute,,,,10,,,7,,,,,16,,,,,,,36,,,,,6,,,,,,,,,0,,,,75,4,,,,13,,3,11,,,,2,,,,,,,,,10,,,,3,,,,,,,,,,,,,,,,,,,56,,,,,,,,,
XE210.org.apache.xerces.util.XMLAttributesImpl.addAttributeNS,,,,6,,,3,,,,,4,,,,,,,53,,,,,1,,,,,,,,,0,,,,24,1,,,,3,,3,4,,,,1,,,,,,,,,4,,,,3,,,,,,,,,,,,,,,,,,,112,,,,,,,,,
XE210.org.apache.xerces.util.XMLAttributesImpl.checkDuplicatesNS,,,,4,,,7,,,,,9,,,,,,,32,,,,,9,,,,,,,,,0,,,,42,6,,,,6,,0,2,,,,2,,,,,,,,,8,,,,0,,,,,,,,,,,,,,,,,,,47,,,,,,,,,
XE210.org.apache.xerces.util.XMLAttributesImpl.cleanTableView,,,,0,,,3,,,,,4,,,,,,,29,,,,,1,,,,,,,,,0,,,,10,1,,,,2,,0,0,,,,0,,,,,,,,,1,,,,0,,,,,,,,,,,,,,,,,,,40,,,,,,,,,
XE210.org.apache.xerces.util.XMLAttributesImpl.getAugmentations,,,,1,,,1,,,,,2,,,,,,,64,,,,,1,,,,,,,,,0,,,,4,1,,,,0,,2,1,,,,1,,,,,,,,,1,,,,2,,,,,,,,,,,,,,,,,,,175,,,,,,,,,
XE210.org.apache.xerces.util.XMLAttributesImpl.getAugmentations,,,,1,,,1,,,,,2,,,,,,,69,,,,,1,,,,,,,,,0,,,,4,1,,,,0,,1,1,,,,1,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,225,,,,,,,,,
XE210.org.apache.xerces.util.XMLAttributesImpl.getAugmentations,,,,1,,,2,,,,,2,,,,,,,50,,,,,1,,,,,,,,,0,,,,6,1,,,,1,,1,0,,,,1,,,,,,,,,0,,,,1,,,,,,,,,,,,,,,,,,,100,,,,,,,,,
XE210.org.apache.xerces.util.XMLAttributesImpl.getIndex,,,,2,,,2,,,,,3,,,,,,,47,,,,,3,,,,,,,,,0,,,,10,1,,,,1,,1,1,,,,2,,,,,,,,,2,,,,1,,,,,,,,,,,,,,,,,,,89,,,,,,,,,
XE210.org.apache.xerces.util.XMLAttributesImpl.getIndex,,,,3,,,2,,,,,3,,,,,,,45,,,,,3,,,,,,,,,0,,,,13,1,,,,1,,2,1,,,,2,,,,,,,,,2,,,,2,,,,,,,,,,,,,,,,,,,83,,,,,,,,,
XE210.org.apache.xerces.util.XMLAttributesImpl.getIndexFast,,,,2,,,2,,,,,3,,,,,,,62,,,,,3,,,,,,,,,0,,,,9,1,,,,1,,1,0,,,,2,,,,,,,,,2,,,,1,,,,,,,,,,,,,,,,,,,163,,,,,,,,,
XE210.org.apache.xerces.util.XMLAttributesImpl.getIndexFast,,,,3,,,2,,,,,3,,,,,,,63,,,,,3,,,,,,,,,0,,,,10,1,,,,1,,2,0,,,,2,,,,,,,,,2,,,,2,,,,,,,,,,,,,,,,,,,167,,,,,,,,,
XE210.org.apache.xerces.util.XMLAttributesImpl.getLength,,,,0,,,1,,,,,1,,,,,,,82,,,,,1,,,,,,,,,0,,,,3,1,,,,0,,0,0,,,,0,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,450,,,,,,,,,
XE210.org.apache.xerces.util.XMLAttributesImpl.getLocalName,,,,2,,,3,,,,,3,,,,,,,56,,,,,1,,,,,,,,,0,,,,9,1,,,,2,,1,0,,,,2,,,,,,,,,0,,,,1,,,,,,,,,,,,,,,,,,,125,,,,,,,,,
XE210.org.apache.xerces.util.XMLAttributesImpl.getName,,,,1,,,1,,,,,1,,,,,,,80,,,,,1,,,,,,,,,0,,,,3,1,,,,0,,2,1,,,,1,,,,,,,,,0,,,,2,,,,,,,,,,,,,,,,,,,400,,,,,,,,,
XE210.org.apache.xerces.util.XMLAttributesImpl.getName,,,,2,,,2,,,,,2,,,,,,,77,,,,,1,,,,,,,,,0,,,,6,1,,,,1,,1,0,,,,2,,,,,,,,,0,,,,1,,,,,,,,,,,,,,,,,,,340,,,,,,,,,
XE210.org.apache.xerces.util.XMLAttributesImpl.getNonNormalizedValue,,,,1,,,1,,,,,1,,,,,,,73,,,,,1,,,,,,,,,0,,,,4,1,,,,0,,1,0,,,,1,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,267,,,,,,,,,
XE210.org.apache.xerces.util.XMLAttributesImpl.getPrefix,,,,2,,,2,,,,,3,,,,,,,54,,,,,1,,,,,,,,,0,,,,7,1,,,,1,,1,0,,,,2,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,117,,,,,,,,,
XE210.org.apache.xerces.util.XMLAttributesImpl.getQName,,,,2,,,2,,,,,3,,,,,,,63,,,,,1,,,,,,,,,0,,,,7,1,,,,1,,1,0,,,,2,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,167,,,,,,,,,
XE210.org.apache.xerces.util.XMLAttributesImpl.getReportableType,,,,0,,,0,,,,,2,,,,,,,46,,,,,1,,,,,,,,,0,,,,6,1,,,,1,,1,1,,,,0,,,,,,,,,0,,,,1,,,,,,,,,,,,,,,,,,,86,,,,,,,,,
XE210.org.apache.xerces.util.XMLAttributesImpl.getTableViewBucket,,,,0,,,1,,,,,1,,,,,,,73,,,,,1,,,,,,,,,0,,,,3,1,,,,0,,1,1,,,,0,,,,,,,,,0,,,,1,,,,,,,,,,,,,,,,,,,267,,,,,,,,,
XE210.org.apache.xerces.util.XMLAttributesImpl.getTableViewBucket,,,,0,,,1,,,,,2,,,,,,,50,,,,,1,,,,,,,,,0,,,,9,1,,,,2,,2,1,,,,0,,,,,,,,,0,,,,2,,,,,,,,,,,,,,,,,,,100,,,,,,,,,
XE210.org.apache.xerces.util.XMLAttributesImpl.getType,,,,1,,,2,,,,,2,,,,,,,81,,,,,1,,,,,,,,,0,,,,6,1,,,,1,,1,1,,,,1,,,,,,,,,0,,,,1,,,,,,,,,,,,,,,,,,,420,,,,,,,,,
XE210.org.apache.xerces.util.XMLAttributesImpl.getType,,,,1,,,1,,,,,2,,,,,,,80,,,,,1,,,,,,,,,0,,,,4,1,,,,0,,1,2,,,,1,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,400,,,,,,,,,
