Description,Severity,Resource,In Folder,Location,
Misplaced class,Warning,TeeXMLDocumentFilterImpl.java,/XE210/src/org/apache/xerces/jaxp,line 37,
Class 'TeeXMLDocumentFilterImpl' should be placed in package 'org.apache.xerces.xni',Warning,org.apache.xerces.xni,/XE210/src/,,
Class 'UnparsedEntityHandler' may be split into several classes,Info,UnparsedEntityHandler.java,/XE210/src/org/apache/xerces/jaxp,line 40,
"Class 1 methods: endAttlist, startDTD, reset, endConditional, externalEntityDecl, ignoredCharacters, getDTDHandler, notationDecl, endExternalSubset, UnparsedEntityHandler, attributeDecl, internalEntityDecl, processingInstruction, startConditional, startParameterEntity, startExternalSubset, endParameterEntity, unparsedEntityDecl, endDTD, startAttlist, comment, setDTDHandler, isEntityUnparsed, elementDecl, textDecl",Info,UnparsedEntityHandler.java,/XE210/src/org/apache/xerces/jaxp,line 40,
"Class 1 fields: fDTDHandler, fValidationManager, fUnparsedEntities",Info,UnparsedEntityHandler.java,/XE210/src/org/apache/xerces/jaxp,line 40,
"Class 2 methods: setDTDSource, getDTDSource",Info,UnparsedEntityHandler.java,/XE210/src/org/apache/xerces/jaxp,line 40,
Class 2 fields: fDTDSource,Info,UnparsedEntityHandler.java,/XE210/src/org/apache/xerces/jaxp,line 40,
Misplaced class,Warning,AbstractXMLDocumentParser.java,/XE210/src/org/apache/xerces/parsers,line 47,
Class 'AbstractXMLDocumentParser' should be placed in package 'org.apache.xerces.xni',Warning,org.apache.xerces.xni,/XE210/src/,,
Class 'AbortHandler' may be split into several classes,Info,DOMParserImpl.java,/XE210/src/org/apache/xerces/parsers,line 1182,
"Class 1 methods: getDTDContentModelSource, setDTDContentModelSource",Info,DOMParserImpl.java,/XE210/src/org/apache/xerces/parsers,line 1182,
Class 1 fields: dtdContentSource,Info,DOMParserImpl.java,/XE210/src/org/apache/xerces/parsers,line 1182,
"Class 2 methods: setDTDSource, getDTDSource",Info,DOMParserImpl.java,/XE210/src/org/apache/xerces/parsers,line 1182,
Class 2 fields: dtdSource,Info,DOMParserImpl.java,/XE210/src/org/apache/xerces/parsers,line 1182,
"Class 3 methods: setDocumentSource, getDocumentSource",Info,DOMParserImpl.java,/XE210/src/org/apache/xerces/parsers,line 1182,
Class 3 fields: documentSource,Info,DOMParserImpl.java,/XE210/src/org/apache/xerces/parsers,line 1182,
Misplaced class,Warning,DOMParserImpl.java,/XE210/src/org/apache/xerces/parsers,line 1182,
Class 'AbortHandler' should be placed in package 'org.apache.xerces.xni',Warning,org.apache.xerces.xni,/XE210/src/,,
Long message chain,Info,DTDConfiguration.java,/XE210/src/org/apache/xerces/parsers,line 859,
Method 'org.apache.xerces.impl.dv.DTDDVFactory.getInstance',Info,DTDDVFactory.java,/XE210/src/org/apache/xerces/impl/dv,line 43,
Method 'org.apache.xerces.impl.dv.DTDDVFactory.getInstance',Info,DTDDVFactory.java,/XE210/src/org/apache/xerces/impl/dv,line 55,
Long message chain,Info,NonValidatingConfiguration.java,/XE210/src/org/apache/xerces/parsers,line 785,
Method 'org.apache.xerces.impl.dv.DTDDVFactory.getInstance',Info,DTDDVFactory.java,/XE210/src/org/apache/xerces/impl/dv,line 43,
Method 'org.apache.xerces.impl.dv.DTDDVFactory.getInstance',Info,DTDDVFactory.java,/XE210/src/org/apache/xerces/impl/dv,line 55,
Long message chain,Info,XMLEventFactoryImpl.java,/XE210/src/org/apache/xerces/stax,line 96,
Method 'org.apache.xerces.stax.XMLEventFactoryImpl.createStartElement',Info,XMLEventFactoryImpl.java,/XE210/src/org/apache/xerces/stax,line 91,
Method 'org.apache.xerces.stax.XMLEventFactoryImpl.createStartElement',Info,XMLEventFactoryImpl.java,/XE210/src/org/apache/xerces/stax,line 112,
Long message chain,Info,XMLEventFactoryImpl.java,/XE210/src/org/apache/xerces/stax,line 101,
Method 'org.apache.xerces.stax.XMLEventFactoryImpl.createStartElement',Info,XMLEventFactoryImpl.java,/XE210/src/org/apache/xerces/stax,line 91,
Method 'org.apache.xerces.stax.XMLEventFactoryImpl.createStartElement',Info,XMLEventFactoryImpl.java,/XE210/src/org/apache/xerces/stax,line 112,
Class 'JAXPNamespaceContextWrapper' may be split into several classes,Info,JAXPNamespaceContextWrapper.java,/XE210/src/org/apache/xerces/util,line 36,
"Class 1 methods: getSymbolTable, getPrefix, getURI, getNamespaceContext, setNamespaceContext, setSymbolTable, JAXPNamespaceContextWrapper",Info,JAXPNamespaceContextWrapper.java,/XE210/src/org/apache/xerces/util,line 36,
"Class 1 fields: fSymbolTable, fNamespaceContext",Info,JAXPNamespaceContextWrapper.java,/XE210/src/org/apache/xerces/util,line 36,
"Class 2 methods: pushContext, getDeclaredPrefixAt, getDeclaredPrefixes, setDeclaredPrefixes, getDeclaredPrefixCount, popContext, reset, getAllPrefixes",Info,JAXPNamespaceContextWrapper.java,/XE210/src/org/apache/xerces/util,line 36,
"Class 2 fields: fPrefixes, fCurrentContext, fAllPrefixes, fContext",Info,JAXPNamespaceContextWrapper.java,/XE210/src/org/apache/xerces/util,line 36,
Long message chain,Info,XIncludeHandler.java,/XE210/src/org/apache/xerces/xinclude,line 2370,
Method 'org.apache.xerces.xinclude.XIncludeHandler.reportResourceError',Info,XIncludeHandler.java,/XE210/src/org/apache/xerces/xinclude,line 2374,
Method 'org.apache.xerces.xinclude.XIncludeHandler.reportResourceError',Info,XIncludeHandler.java,/XE210/src/org/apache/xerces/xinclude,line 2378,
Method 'org.apache.xerces.xinclude.XIncludeHandler.reportError',Info,XIncludeHandler.java,/XE210/src/org/apache/xerces/xinclude,line 2394,
Long message chain,Info,XIncludeHandler.java,/XE210/src/org/apache/xerces/xinclude,line 2382,
Method 'org.apache.xerces.xinclude.XIncludeHandler.reportFatalError',Info,XIncludeHandler.java,/XE210/src/org/apache/xerces/xinclude,line 2386,
Method 'org.apache.xerces.xinclude.XIncludeHandler.reportFatalError',Info,XIncludeHandler.java,/XE210/src/org/apache/xerces/xinclude,line 2390,
Method 'org.apache.xerces.xinclude.XIncludeHandler.reportError',Info,XIncludeHandler.java,/XE210/src/org/apache/xerces/xinclude,line 2394,
Misplaced class,Warning,XMLParseException.java,/XE210/src/org/apache/xerces/xni/parser,line 31,
Class 'XMLParseException' should be placed in package 'org.apache.xerces.xni',Warning,org.apache.xerces.xni,/XE210/src/,,
Class 'ShortHandPointer' may be split into several classes,Info,ShortHandPointer.java,/XE210/src/org/apache/xerces/xpointer,line 39,
"Class 1 methods: getSchemeName, isChildFragmentResolved, parseXPointer, setSchemeName, isFragmentResolved, hasMatchingIdentifier, resolveXPointer",Info,ShortHandPointer.java,/XE210/src/org/apache/xerces/xpointer,line 39,
"Class 1 fields: fShortHandPointer, fMatchingChildCount, fIsFragmentResolved",Info,ShortHandPointer.java,/XE210/src/org/apache/xerces/xpointer,line 39,
Class 2 methods: ShortHandPointer,Info,ShortHandPointer.java,/XE210/src/org/apache/xerces/xpointer,line 39,
Class 2 fields: fSymbolTable,Info,ShortHandPointer.java,/XE210/src/org/apache/xerces/xpointer,line 39,
Long message chain,Info,XPointerHandler.java,/XE210/src/org/apache/xerces/xpointer,line 394,
Method 'org.apache.xerces.impl.XMLErrorReporter.reportError',Info,XMLErrorReporter.java,/XE210/src/org/apache/xerces/impl,line 279,
Method 'org.apache.xerces.impl.XMLErrorReporter.reportError',Info,XMLErrorReporter.java,/XE210/src/org/apache/xerces/impl,line 321,
Method 'org.apache.xerces.impl.XMLErrorReporter.reportError',Info,XMLErrorReporter.java,/XE210/src/org/apache/xerces/impl,line 343,
Class 'Scanner' may be split into several classes,Info,XPointerHandler.java,/XE210/src/org/apache/xerces/xpointer,line 615,
"Class 1 methods: scanData, scanExpr, scanNCName",Info,XPointerHandler.java,/XE210/src/org/apache/xerces/xpointer,line 615,
Class 1 fields: fASCIICharMap,Info,XPointerHandler.java,/XE210/src/org/apache/xerces/xpointer,line 615,
Class 2 methods: Scanner,Info,XPointerHandler.java,/XE210/src/org/apache/xerces/xpointer,line 615,
Class 2 fields: fSymbolTable,Info,XPointerHandler.java,/XE210/src/org/apache/xerces/xpointer,line 615,
Class 'DOMSerializerImpl' may be split into several classes,Info,DOMSerializerImpl.java,/XE210/src/org/apache/xml/serialize,line 73,
Class 1 methods: getParameterNames,Info,DOMSerializerImpl.java,/XE210/src/org/apache/xml/serialize,line 73,
Class 1 fields: fRecognizedParameters,Info,DOMSerializerImpl.java,/XE210/src/org/apache/xml/serialize,line 73,
"Class 2 methods: write, setNewLine, setParameter, getParameter, verify, getFilter, prepareForSerialization, writeToString, copySettings, DOMSerializerImpl, setFilter, writeToURI, getNewLine",Info,DOMSerializerImpl.java,/XE210/src/org/apache/xml/serialize,line 73,
"Class 2 fields: fErrorHandler, fError, serializer, xml11Serializer, fLocator",Info,DOMSerializerImpl.java,/XE210/src/org/apache/xml/serialize,line 73,
Class 'OutputFormat' may be split into several classes,Info,OutputFormat.java,/XE210/src/org/apache/xml/serialize,line 64,
"Class 1 methods: getPreserveSpace, setPreserveSpace",Info,OutputFormat.java,/XE210/src/org/apache/xml/serialize,line 64,
Class 1 fields: _preserve,Info,OutputFormat.java,/XE210/src/org/apache/xml/serialize,line 64,
"Class 2 methods: getNonEscapingElements, setNonEscapingElements, isNonEscapingElement",Info,OutputFormat.java,/XE210/src/org/apache/xml/serialize,line 64,
Class 2 fields: _nonEscapingElements,Info,OutputFormat.java,/XE210/src/org/apache/xml/serialize,line 64,
"Class 3 methods: setStandalone, getStandalone",Info,OutputFormat.java,/XE210/src/org/apache/xml/serialize,line 64,
Class 3 fields: _standalone,Info,OutputFormat.java,/XE210/src/org/apache/xml/serialize,line 64,
"Class 4 methods: setAllowJavaNames, getEncoding, getLastPrintable, getMethod, setMediaType, getIndent, setIndenting, setEncoding, getIndenting, getMediaType, setDoctype, setEncoding, setIndent, OutputFormat, setMethod, getDoctypeSystem, getDoctypePublic, setAllowJavaNames, getLineWidth, setLineWidth, OutputFormat, OutputFormat, getEncodingInfo",Info,OutputFormat.java,/XE210/src/org/apache/xml/serialize,line 64,
"Class 4 fields: _indent, _doctypePublic, _encodingInfo, _method, _encoding, _mediaType, _doctypeSystem, _lineWidth, _allowJavaNames",Info,OutputFormat.java,/XE210/src/org/apache/xml/serialize,line 64,
"Class 5 methods: setOmitComments, getOmitComments",Info,OutputFormat.java,/XE210/src/org/apache/xml/serialize,line 64,
Class 5 fields: _omitComments,Info,OutputFormat.java,/XE210/src/org/apache/xml/serialize,line 64,
"Class 6 methods: setLineSeparator, getLineSeparator",Info,OutputFormat.java,/XE210/src/org/apache/xml/serialize,line 64,
Class 6 fields: _lineSeparator,Info,OutputFormat.java,/XE210/src/org/apache/xml/serialize,line 64,
"Class 7 methods: getOmitDocumentType, setOmitDocumentType",Info,OutputFormat.java,/XE210/src/org/apache/xml/serialize,line 64,
Class 7 fields: _omitDoctype,Info,OutputFormat.java,/XE210/src/org/apache/xml/serialize,line 64,
"Class 8 methods: setCDataElements, getCDataElements, isCDataElement",Info,OutputFormat.java,/XE210/src/org/apache/xml/serialize,line 64,
Class 8 fields: _cdataElements,Info,OutputFormat.java,/XE210/src/org/apache/xml/serialize,line 64,
"Class 9 methods: getPreserveEmptyAttributes, setPreserveEmptyAttributes",Info,OutputFormat.java,/XE210/src/org/apache/xml/serialize,line 64,
Class 9 fields: _preserveEmptyAttributes,Info,OutputFormat.java,/XE210/src/org/apache/xml/serialize,line 64,
"Class 10 methods: getVersion, setVersion",Info,OutputFormat.java,/XE210/src/org/apache/xml/serialize,line 64,
Class 10 fields: _version,Info,OutputFormat.java,/XE210/src/org/apache/xml/serialize,line 64,
"Class 11 methods: getOmitXMLDeclaration, setOmitXMLDeclaration",Info,OutputFormat.java,/XE210/src/org/apache/xml/serialize,line 64,
Class 11 fields: _omitXmlDeclaration,Info,OutputFormat.java,/XE210/src/org/apache/xml/serialize,line 64,
Long message chain,Info,XHTMLSerializer.java,/XE210/src/org/apache/xml/serialize,line 96,
Method 'org.apache.xml.serialize.HTMLSerializer.setOutputFormat',Info,HTMLSerializer.java,/XE210/src/org/apache/xml/serialize,line 178,
Method 'org.apache.xml.serialize.BaseMarkupSerializer.setOutputFormat',Info,BaseMarkupSerializer.java,/XE210/src/org/apache/xml/serialize,line 308,
"God Package (PS = 66, NOCP = 8, NCC = 111)",Info,org.apache.xerces.dom,/XE210/src/,,
"God Package (PS = 43, NOCP = 24, NCC = 166)",Info,org.apache.xerces.util,/XE210/src/,,
"God Package (PS = 34, NOCP = 13, NCC = 90)",Info,org.apache.xerces.xs,/XE210/src/,,
"God Package (PS = 30, NOCP = 9, NCC = 50)",Info,org.apache.xerces.impl.xs,/XE210/src/,,
Refused Bequest (AIUR = 0),Info,ASDOMImplementationImpl.java,/XE210/src/org/apache/xerces/dom,line 44,
"God Method (MNOB = 32, LOC = 148, NOP = 3, NOLV = 22)",Info,AbstractDOMParser.java,/XE210/src/org/apache/xerces/parsers,line 924,YES
"God Method (MNOB = 27, LOC = 139, NOP = 2, NOLV = 23)",Info,AbstractDOMParser.java,/XE210/src/org/apache/xerces/parsers,line 1510,YES
"God Method (MNOB = 27, LOC = 105, NOP = 8, NOLV = 12)",Info,AbstractDOMParser.java,/XE210/src/org/apache/xerces/parsers,line 2365,
"God Method (MNOB = 22, LOC = 82, NOP = 2, NOLV = 10)",Info,AbstractDOMParser.java,/XE210/src/org/apache/xerces/parsers,line 1288,
"God Method (MNOB = 22, LOC = 70, NOP = 2, NOLV = 6)",Info,AbstractDOMParser.java,/XE210/src/org/apache/xerces/parsers,line 1151,
"God Class (AOFD = 5, TCC = 0, WMPC1 = 155)",Info,AbstractDateTimeDV.java,/XE210/src/org/apache/xerces/impl/dv/xs,line 48,
"Shotgun Surgery (CM = 44, ChC = 14)",Info,AbstractDateTimeDV.java,/XE210/src/org/apache/xerces/impl/dv/xs,line 911,
"Shotgun Surgery (CM = 35, ChC = 12)",Info,AbstractDateTimeDV.java,/XE210/src/org/apache/xerces/impl/dv/xs,line 48,
"Feature Envy (ALD = 0, NIC = 1, AID = 12)",Info,AbstractDateTimeDV.java,/XE210/src/org/apache/xerces/impl/dv/xs,line 640,
"Feature Envy (ALD = 0, NIC = 2, AID = 9)",Info,AbstractDateTimeDV.java,/XE210/src/org/apache/xerces/impl/dv/xs,line 410,
"Feature Envy (ALD = 0, NIC = 1, AID = 9)",Info,AbstractDateTimeDV.java,/XE210/src/org/apache/xerces/impl/dv/xs,line 654,
"Feature Envy (ALD = 0, NIC = 1, AID = 9)",Info,AbstractDateTimeDV.java,/XE210/src/org/apache/xerces/impl/dv/xs,line 897,
"Feature Envy (ALD = 0, NIC = 1, AID = 8)",Info,AbstractDateTimeDV.java,/XE210/src/org/apache/xerces/impl/dv/xs,line 186,
"Feature Envy (ALD = 0, NIC = 1, AID = 7)",Info,AbstractDateTimeDV.java,/XE210/src/org/apache/xerces/impl/dv/xs,line 65,
"Feature Envy (ALD = 0, NIC = 1, AID = 7)",Info,AbstractDateTimeDV.java,/XE210/src/org/apache/xerces/impl/dv/xs,line 736,
"Feature Envy (ALD = 1, NIC = 2, AID = 5)",Info,AbstractDateTimeDV.java,/XE210/src/org/apache/xerces/impl/dv/xs,line 351,
"God Class (AOFD = 7, TCC = 16, WMPC1 = 180)",Info,AbstractSAXParser.java,/XE210/src/org/apache/xerces/parsers,line 77,
"Shotgun Surgery (CM = 16, ChC = 8)",Info,AbstractSAXParser.java,/XE210/src/org/apache/xerces/parsers,line 77,
"Feature Envy (ALD = 1, NIC = 2, AID = 6)",Info,AbstractSAXParser.java,/XE210/src/org/apache/xerces/parsers,line 1829,
"Feature Envy (ALD = 2, NIC = 2, AID = 6)",Info,AbstractSAXParser.java,/XE210/src/org/apache/xerces/parsers,line 1951,
"Shotgun Surgery (CM = 60, ChC = 9)",Info,AbstractXMLDocumentParser.java,/XE210/src/org/apache/xerces/parsers,line 47,
"Feature Envy (ALD = 0, NIC = 1, AID = 6)",Info,AnyURIDV.java,/XE210/src/org/apache/xerces/impl/dv/xs,line 46,
"God Class (AOFD = 7, TCC = 8, WMPC1 = 139)",Info,AttrImpl.java,/XE210/src/org/apache/xerces/dom,line 112,
"Shotgun Surgery (CM = 42, ChC = 19)",Info,AttrImpl.java,/XE210/src/org/apache/xerces/dom,line 112,
"God Method (MNOB = 18, LOC = 101, NOP = 3, NOLV = 17)",Info,AttrImpl.java,/XE210/src/org/apache/xerces/dom,line 711,
"God Method (MNOB = 16, LOC = 73, NOP = 1, NOLV = 6)",Info,AttrImpl.java,/XE210/src/org/apache/xerces/dom,line 336,
"God Class (AOFD = 7, TCC = 0, WMPC1 = 76)",Info,AttributeMap.java,/XE210/src/org/apache/xerces/dom,line 41,
"Shotgun Surgery (CM = 48, ChC = 16)",Info,Augmentations.java,/XE210/src/org/apache/xerces/xni,line 37,
"God Method (MNOB = 13, LOC = 70, NOP = 1, NOLV = 17)",Info,Base64.java,/XE210/src/org/apache/xerces/impl/dv/util,line 197,
"Feature Envy (ALD = 0, NIC = 1, AID = 6)",Info,Base64BinaryDV.java,/XE210/src/org/apache/xerces/impl/dv/xs,line 37,
"God Class (AOFD = 8, TCC = 18, WMPC1 = 192)",Info,BaseMarkupSerializer.java,/XE210/src/org/apache/xml/serialize,line 123,
"Shotgun Surgery (CM = 54, ChC = 13)",Info,BaseMarkupSerializer.java,/XE210/src/org/apache/xml/serialize,line 123,
"Feature Envy (ALD = 1, NIC = 1, AID = 5)",Info,BaseMarkupSerializer.java,/XE210/src/org/apache/xml/serialize,line 1256,
"God Method (MNOB = 43, LOC = 211, NOP = 1, NOLV = 22)",Info,BaseMarkupSerializer.java,/XE210/src/org/apache/xml/serialize,line 993,
"Shotgun Surgery (CM = 30, ChC = 7)",Info,BasicParserConfiguration.java,/XE210/src/org/apache/xerces/parsers,line 92,
Refused Bequest (AIUR = 0),Info,CDATASectionImpl.java,/XE210/src/org/apache/xerces/dom,line 49,
"Feature Envy (ALD = 1, NIC = 2, AID = 12)",Info,CMBuilder.java,/XE210/src/org/apache/xerces/impl/xs/models,line 332,
"Feature Envy (ALD = 0, NIC = 2, AID = 9)",Info,CMBuilder.java,/XE210/src/org/apache/xerces/impl/xs/models,line 425,
"Feature Envy (ALD = 0, NIC = 2, AID = 5)",Info,CMBuilder.java,/XE210/src/org/apache/xerces/impl/xs/models,line 108,
"Shotgun Surgery (CM = 31, ChC = 10)",Info,CMNode.java,/XE210/src/org/apache/xerces/impl/dtd/models,line 26,
"Shotgun Surgery (CM = 22, ChC = 11)",Info,CMStateSet.java,/XE210/src/org/apache/xerces/impl/dtd/models,line 38,
Refused Bequest (AIUR = 0),Info,CachingParserPool.java,/XE210/src/org/apache/xerces/parsers,line 337,
"Shotgun Surgery (CM = 15, ChC = 11)",Info,CharacterDataImpl.java,/XE210/src/org/apache/xerces/dom,line 40,
"Shotgun Surgery (CM = 48, ChC = 15)",Info,ChildNode.java,/XE210/src/org/apache/xerces/dom,line 29,
"Shotgun Surgery (CM = 116, ChC = 69)",Info,Constants.java,/XE210/src/org/apache/xerces/impl,line 31,
"God Class (AOFD = 6, TCC = 3, WMPC1 = 70)",Info,CoreDOMImplementationImpl.java,/XE210/src/org/apache/xerces/dom,line 55,
"God Class (AOFD = 9, TCC = 5, WMPC1 = 297)",Info,CoreDocumentImpl.java,/XE210/src/org/apache/xerces/dom,line 85,
"Shotgun Surgery (CM = 150, ChC = 29)",Info,CoreDocumentImpl.java,/XE210/src/org/apache/xerces/dom,line 85,
"Feature Envy (ALD = 2, NIC = 1, AID = 5)",Info,CoreDocumentImpl.java,/XE210/src/org/apache/xerces/dom,line 2284,
"God Method (MNOB = 38, LOC = 174, NOP = 4, NOLV = 26)",Info,CoreDocumentImpl.java,/XE210/src/org/apache/xerces/dom,line 1513,
"God Method (MNOB = 27, LOC = 108, NOP = 1, NOLV = 15)",Info,CoreDocumentImpl.java,/XE210/src/org/apache/xerces/dom,line 1761,
"God Method (MNOB = 18, LOC = 79, NOP = 3, NOLV = 8)",Info,CoreDocumentImpl.java,/XE210/src/org/apache/xerces/dom,line 978,
"God Method (MNOB = 10, LOC = 121, NOP = 1, NOLV = 28)",Info,DFAContentModel.java,/XE210/src/org/apache/xerces/impl/dtd/models,line 383,
"God Method (MNOB = 21, LOC = 77, NOP = 3, NOLV = 10)",Info,DFAContentModel.java,/XE210/src/org/apache/xerces/impl/dtd/models,line 244,
"God Class (AOFD = 6, TCC = 9, WMPC1 = 156)",Info,DOMConfigurationImpl.java,/XE210/src/org/apache/xerces/dom,line 63,
"God Method (MNOB = 76, LOC = 190, NOP = 2, NOLV = 8)",Info,DOMConfigurationImpl.java,/XE210/src/org/apache/xerces/dom,line 643,
"Shotgun Surgery (CM = 13, ChC = 7)",Info,DOMErrorHandlerWrapper.java,/XE210/src/org/apache/xerces/util,line 41,
"Data Class (NOPA = 6, WOC = 31, NAM = 4)",Info,DOMErrorImpl.java,/XE210/src/org/apache/xerces/dom,line 40,
"Shotgun Surgery (CM = 14, ChC = 8)",Info,DOMErrorImpl.java,/XE210/src/org/apache/xerces/dom,line 40,
Refused Bequest (AIUR = 0),Info,DOMInputSource.java,/XE210/src/org/apache/xerces/util,line 27,
"Data Class (NOPA = 6, WOC = 0, NAM = 6)",Info,DOMLocatorImpl.java,/XE210/src/org/apache/xerces/dom,line 33,
"Shotgun Surgery (CM = 171, ChC = 35)",Info,DOMMessageFormatter.java,/XE210/src/org/apache/xerces/dom,line 31,
"God Class (AOFD = 17, TCC = 1, WMPC1 = 232)",Info,DOMNormalizer.java,/XE210/src/org/apache/xerces/dom,line 89,
"God Method (MNOB = 69, LOC = 291, NOP = 1, NOLV = 33)",Info,DOMNormalizer.java,/XE210/src/org/apache/xerces/dom,line 289,
"God Method (MNOB = 39, LOC = 163, NOP = 2, NOLV = 18)",Info,DOMNormalizer.java,/XE210/src/org/apache/xerces/dom,line 739,
"God Method (MNOB = 12, LOC = 79, NOP = 2, NOLV = 7)",Info,DOMNormalizer.java,/XE210/src/org/apache/xerces/dom,line 173,
"God Method (MNOB = 17, LOC = 77, NOP = 5, NOLV = 14)",Info,DOMNormalizer.java,/XE210/src/org/apache/xerces/dom,line 1069,
"God Class (AOFD = 11, TCC = 17, WMPC1 = 156)",Info,DOMParserImpl.java,/XE210/src/org/apache/xerces/parsers,line 79,
"Feature Envy (ALD = 1, NIC = 1, AID = 23)",Info,DOMParserImpl.java,/XE210/src/org/apache/xerces/parsers,line 871,
"God Method (MNOB = 74, LOC = 217, NOP = 2, NOLV = 12)",Info,DOMParserImpl.java,/XE210/src/org/apache/xerces/parsers,line 363,
"God Method (MNOB = 44, LOC = 128, NOP = 1, NOLV = 6)",Info,DOMParserImpl.java,/XE210/src/org/apache/xerces/parsers,line 623,
"Feature Envy (ALD = 0, NIC = 1, AID = 20)",Info,DOMSerializerImpl.java,/XE210/src/org/apache/xml/serialize,line 285,
"Feature Envy (ALD = 1, NIC = 1, AID = 20)",Info,DOMSerializerImpl.java,/XE210/src/org/apache/xml/serialize,line 336,
"God Method (MNOB = 37, LOC = 129, NOP = 2, NOLV = 7)",Info,DOMSerializerImpl.java,/XE210/src/org/apache/xml/serialize,line 148,
"God Method (MNOB = 23, LOC = 105, NOP = 2, NOLV = 14)",Info,DOMSerializerImpl.java,/XE210/src/org/apache/xml/serialize,line 659,
"God Method (MNOB = 22, LOC = 102, NOP = 3, NOLV = 10)",Info,DOMSerializerImpl.java,/XE210/src/org/apache/xml/serialize,line 936,
"Shotgun Surgery (CM = 51, ChC = 16)",Info,DOMUtil.java,/XE210/src/org/apache/xerces/util,line 43,
"Feature Envy (ALD = 0, NIC = 1, AID = 6)",Info,DOMUtil.java,/XE210/src/org/apache/xerces/util,line 63,
"Feature Envy (ALD = 1, NIC = 2, AID = 5)",Info,DOMValidatorHelper.java,/XE210/src/org/apache/xerces/jaxp/validation,line 398,
"Feature Envy (ALD = 0, NIC = 2, AID = 8)",Info,DTDConfiguration.java,/XE210/src/org/apache/xerces/parsers,line 712,
"God Class (AOFD = 10, TCC = 11, WMPC1 = 260)",Info,DTDGrammar.java,/XE210/src/org/apache/xerces/impl/dtd,line 61,
"Shotgun Surgery (CM = 57, ChC = 9)",Info,DTDGrammar.java,/XE210/src/org/apache/xerces/impl/dtd,line 61,
"Feature Envy (ALD = 0, NIC = 2, AID = 15)",Info,DTDGrammar.java,/XE210/src/org/apache/xerces/impl/dtd,line 2350,
"Feature Envy (ALD = 0, NIC = 1, AID = 12)",Info,DTDGrammar.java,/XE210/src/org/apache/xerces/impl/dtd,line 2039,
"Feature Envy (ALD = 2, NIC = 1, AID = 12)",Info,DTDGrammar.java,/XE210/src/org/apache/xerces/impl/dtd,line 2276,
"God Method (MNOB = 38, LOC = 141, NOP = 1, NOLV = 7)",Info,DTDGrammar.java,/XE210/src/org/apache/xerces/impl/dtd,line 1468,
"God Method (MNOB = 29, LOC = 78, NOP = 8, NOLV = 4)",Info,DTDGrammar.java,/XE210/src/org/apache/xerces/impl/dtd,line 559,
Refused Bequest (AIUR = 0),Info,DTDParser.java,/XE210/src/org/apache/xerces/parsers,line 33,
"Shotgun Surgery (CM = 15, ChC = 12)",Info,DatatypeException.java,/XE210/src/org/apache/xerces/impl/dv,line 34,
"Feature Envy (ALD = 1, NIC = 2, AID = 6)",Info,DateDV.java,/XE210/src/org/apache/xerces/impl/dv/xs,line 85,
"Feature Envy (ALD = 1, NIC = 2, AID = 9)",Info,DateTimeDV.java,/XE210/src/org/apache/xerces/impl/dv/xs,line 87,
"Feature Envy (ALD = 1, NIC = 2, AID = 5)",Info,DayTimeDurationDV.java,/XE210/src/org/apache/xerces/impl/dv/xs,line 49,
"Feature Envy (ALD = 0, NIC = 1, AID = 9)",Info,DecimalDV.java,/XE210/src/org/apache/xerces/impl/dv/xs,line 39,
"Feature Envy (ALD = 0, NIC = 1, AID = 5)",Info,DefaultNamespaceContext.java,/XE210/src/org/apache/xerces/stax,line 52,
Refused Bequest (AIUR = 0),Info,DeferredDOMImplementationImpl.java,/XE210/src/org/apache/xerces/dom,line 34,
"Shotgun Surgery (CM = 41, ChC = 19)",Info,DeferredDocumentImpl.java,/XE210/src/org/apache/xerces/dom,line 42,
"God Method (MNOB = 27, LOC = 108, NOP = 1, NOLV = 6)",Info,DeferredDocumentImpl.java,/XE210/src/org/apache/xerces/dom,line 943,
"God Class (AOFD = 13, TCC = 0, WMPC1 = 191)",Info,DocumentImpl.java,/XE210/src/org/apache/xerces/dom,line 87,
"Shotgun Surgery (CM = 17, ChC = 16)",Info,DocumentImpl.java,/XE210/src/org/apache/xerces/dom,line 87,
"Feature Envy (ALD = 0, NIC = 2, AID = 6)",Info,DocumentImpl.java,/XE210/src/org/apache/xerces/dom,line 692,
"God Method (MNOB = 15, LOC = 96, NOP = 2, NOLV = 28)",Info,DocumentImpl.java,/XE210/src/org/apache/xerces/dom,line 789,
"Feature Envy (ALD = 0, NIC = 1, AID = 7)",Info,DoubleDV.java,/XE210/src/org/apache/xerces/impl/dv/xs,line 36,
"Feature Envy (ALD = 2, NIC = 1, AID = 7)",Info,DurationDV.java,/XE210/src/org/apache/xerces/impl/dv/xs,line 70,
"Feature Envy (ALD = 0, NIC = 1, AID = 7)",Info,DurationDV.java,/XE210/src/org/apache/xerces/impl/dv/xs,line 273,
"Feature Envy (ALD = 1, NIC = 2, AID = 7)",Info,DurationDV.java,/XE210/src/org/apache/xerces/impl/dv/xs,line 373,
"Feature Envy (ALD = 0, NIC = 1, AID = 6)",Info,DurationDV.java,/XE210/src/org/apache/xerces/impl/dv/xs,line 349,
"God Method (MNOB = 20, LOC = 84, NOP = 2, NOLV = 8)",Info,DurationDV.java,/XE210/src/org/apache/xerces/impl/dv/xs,line 70,
