Description,Severity,Resource,In Folder,Location,
Long message chain,Info,HTMLTableRowElementImpl.java,/XE210/src/org/apache/html/dom,line 228,
Method 'org.apache.html.dom.HTMLElementImpl.getAttribute',Info,HTMLElementImpl.java,/XE210/src/org/apache/html/dom,line 161,
Method 'org.apache.xerces.dom.ElementImpl.getAttribute',Info,ElementImpl.java,/XE210/src/org/apache/xerces/dom,line 269,
Long message chain,Info,HTMLTableSectionElementImpl.java,/XE210/src/org/apache/html/dom,line 72,
Method 'org.apache.html.dom.HTMLElementImpl.getAttribute',Info,HTMLElementImpl.java,/XE210/src/org/apache/html/dom,line 161,
Method 'org.apache.xerces.dom.ElementImpl.getAttribute',Info,ElementImpl.java,/XE210/src/org/apache/xerces/dom,line 269,
Long message chain,Info,HTMLTextAreaElementImpl.java,/XE210/src/org/apache/html/dom,line 35,
Method 'org.apache.html.dom.HTMLElementImpl.getAttribute',Info,HTMLElementImpl.java,/XE210/src/org/apache/html/dom,line 161,
Method 'org.apache.xerces.dom.ElementImpl.getAttribute',Info,ElementImpl.java,/XE210/src/org/apache/xerces/dom,line 269,
Long message chain,Info,HTMLTextAreaElementImpl.java,/XE210/src/org/apache/html/dom,line 95,
Method 'org.apache.html.dom.HTMLElementImpl.getAttribute',Info,HTMLElementImpl.java,/XE210/src/org/apache/html/dom,line 161,
Method 'org.apache.xerces.dom.ElementImpl.getAttribute',Info,ElementImpl.java,/XE210/src/org/apache/xerces/dom,line 269,
Long message chain,Info,HTMLTextAreaElementImpl.java,/XE210/src/org/apache/html/dom,line 143,
Method 'org.apache.html.dom.HTMLElementImpl.getAttribute',Info,HTMLElementImpl.java,/XE210/src/org/apache/html/dom,line 161,
Method 'org.apache.xerces.dom.ElementImpl.getAttribute',Info,ElementImpl.java,/XE210/src/org/apache/xerces/dom,line 269,
Long message chain,Info,HTMLTextAreaElementImpl.java,/XE210/src/org/apache/html/dom,line 149,
Method 'org.apache.html.dom.HTMLElementImpl.getAttribute',Info,HTMLElementImpl.java,/XE210/src/org/apache/html/dom,line 161,
Method 'org.apache.xerces.dom.ElementImpl.getAttribute',Info,ElementImpl.java,/XE210/src/org/apache/xerces/dom,line 269,
Long message chain,Info,HTMLUListElementImpl.java,/XE210/src/org/apache/html/dom,line 47,
Method 'org.apache.html.dom.HTMLElementImpl.getAttribute',Info,HTMLElementImpl.java,/XE210/src/org/apache/html/dom,line 161,
Method 'org.apache.xerces.dom.ElementImpl.getAttribute',Info,ElementImpl.java,/XE210/src/org/apache/xerces/dom,line 269,
Long message chain,Info,WMLCardElementImpl.java,/XE210/src/org/apache/wml/dom,line 42,
Method 'org.apache.wml.dom.WMLElementImpl.setAttribute',Info,WMLElementImpl.java,/XE210/src/org/apache/wml/dom,line 59,
Method 'org.apache.xerces.dom.ElementImpl.setAttribute',Info,ElementImpl.java,/XE210/src/org/apache/xerces/dom,line 498,
Long message chain,Info,WMLCardElementImpl.java,/XE210/src/org/apache/wml/dom,line 82,
Method 'org.apache.wml.dom.WMLElementImpl.setAttribute',Info,WMLElementImpl.java,/XE210/src/org/apache/wml/dom,line 59,
Method 'org.apache.xerces.dom.ElementImpl.setAttribute',Info,ElementImpl.java,/XE210/src/org/apache/xerces/dom,line 498,
Long message chain,Info,WMLInputElementImpl.java,/XE210/src/org/apache/wml/dom,line 34,
Method 'org.apache.wml.dom.WMLElementImpl.setAttribute',Info,WMLElementImpl.java,/XE210/src/org/apache/wml/dom,line 72,
Method 'org.apache.xerces.dom.ElementImpl.setAttribute',Info,ElementImpl.java,/XE210/src/org/apache/xerces/dom,line 498,
Long message chain,Info,WMLInputElementImpl.java,/XE210/src/org/apache/wml/dom,line 58,
Method 'org.apache.wml.dom.WMLElementImpl.setAttribute',Info,WMLElementImpl.java,/XE210/src/org/apache/wml/dom,line 72,
Method 'org.apache.xerces.dom.ElementImpl.setAttribute',Info,ElementImpl.java,/XE210/src/org/apache/xerces/dom,line 498,
Long message chain,Info,WMLInputElementImpl.java,/XE210/src/org/apache/wml/dom,line 66,
Method 'org.apache.wml.dom.WMLElementImpl.setAttribute',Info,WMLElementImpl.java,/XE210/src/org/apache/wml/dom,line 72,
Method 'org.apache.xerces.dom.ElementImpl.setAttribute',Info,ElementImpl.java,/XE210/src/org/apache/xerces/dom,line 498,
Long message chain,Info,WMLInputElementImpl.java,/XE210/src/org/apache/wml/dom,line 90,
Method 'org.apache.wml.dom.WMLElementImpl.setAttribute',Info,WMLElementImpl.java,/XE210/src/org/apache/wml/dom,line 59,
Method 'org.apache.xerces.dom.ElementImpl.setAttribute',Info,ElementImpl.java,/XE210/src/org/apache/xerces/dom,line 498,
Long message chain,Info,WMLMetaElementImpl.java,/XE210/src/org/apache/wml/dom,line 34,
Method 'org.apache.wml.dom.WMLElementImpl.setAttribute',Info,WMLElementImpl.java,/XE210/src/org/apache/wml/dom,line 59,
Method 'org.apache.xerces.dom.ElementImpl.setAttribute',Info,ElementImpl.java,/XE210/src/org/apache/xerces/dom,line 498,
Long message chain,Info,WMLSelectElementImpl.java,/XE210/src/org/apache/wml/dom,line 34,
Method 'org.apache.wml.dom.WMLElementImpl.setAttribute',Info,WMLElementImpl.java,/XE210/src/org/apache/wml/dom,line 59,
Method 'org.apache.xerces.dom.ElementImpl.setAttribute',Info,ElementImpl.java,/XE210/src/org/apache/xerces/dom,line 498,
Long message chain,Info,WMLSelectElementImpl.java,/XE210/src/org/apache/wml/dom,line 50,
Method 'org.apache.wml.dom.WMLElementImpl.setAttribute',Info,WMLElementImpl.java,/XE210/src/org/apache/wml/dom,line 72,
Method 'org.apache.xerces.dom.ElementImpl.setAttribute',Info,ElementImpl.java,/XE210/src/org/apache/xerces/dom,line 498,
Long message chain,Info,WMLTableElementImpl.java,/XE210/src/org/apache/wml/dom,line 34,
Method 'org.apache.wml.dom.WMLElementImpl.setAttribute',Info,WMLElementImpl.java,/XE210/src/org/apache/wml/dom,line 72,
Method 'org.apache.xerces.dom.ElementImpl.setAttribute',Info,ElementImpl.java,/XE210/src/org/apache/xerces/dom,line 498,
Class 'DOMNormalizer' may be split into several classes,Info,DOMNormalizer.java,/XE210/src/org/apache/xerces/dom,line 89,
"Class 1 methods: namespaceFixUp, normalizeDocument, ignorableWhitespace, normalizeNode",Info,DOMNormalizer.java,/XE210/src/org/apache/xerces/dom,line 89,
"Class 1 fields: fError, fAllWhitespace",Info,DOMNormalizer.java,/XE210/src/org/apache/xerces/dom,line 89,
Class 2 methods: normalizeAttributeValue,Info,DOMNormalizer.java,/XE210/src/org/apache/xerces/dom,line 89,
Class 2 fields: fNormalizedValue,Info,DOMNormalizer.java,/XE210/src/org/apache/xerces/dom,line 89,
"Class 3 methods: emptyElement, startElement",Info,DOMNormalizer.java,/XE210/src/org/apache/xerces/dom,line 89,
Class 3 fields: fAttrQName,Info,DOMNormalizer.java,/XE210/src/org/apache/xerces/dom,line 89,
Long message chain,Info,NodeImpl.java,/XE210/src/org/apache/xerces/dom,line 1846,
Method 'org.apache.xerces.dom.CoreDocumentImpl.setUserData',Info,CoreDocumentImpl.java,/XE210/src/org/apache/xerces/dom,line 2622,
Method 'org.apache.xerces.dom.CoreDocumentImpl.setUserData',Info,CoreDocumentImpl.java,/XE210/src/org/apache/xerces/dom,line 2329,
Long message chain,Info,NodeImpl.java,/XE210/src/org/apache/xerces/dom,line 1854,
Method 'org.apache.xerces.dom.CoreDocumentImpl.getUserData',Info,CoreDocumentImpl.java,/XE210/src/org/apache/xerces/dom,line 2630,
Method 'org.apache.xerces.dom.CoreDocumentImpl.getUserData',Info,CoreDocumentImpl.java,/XE210/src/org/apache/xerces/dom,line 2378,
Long message chain,Info,XMLDocumentScannerImpl.java,/XE210/src/org/apache/xerces/impl,line 1156,
Method 'org.apache.xerces.impl.XMLScanner.reportFatalError',Info,XMLScanner.java,/XE210/src/org/apache/xerces/impl,line 1464,
Method 'org.apache.xerces.impl.XMLErrorReporter.reportError',Info,XMLErrorReporter.java,/XE210/src/org/apache/xerces/impl,line 279,
Method 'org.apache.xerces.impl.XMLErrorReporter.reportError',Info,XMLErrorReporter.java,/XE210/src/org/apache/xerces/impl,line 321,
Method 'org.apache.xerces.impl.XMLErrorReporter.reportError',Info,XMLErrorReporter.java,/XE210/src/org/apache/xerces/impl,line 343,
Class 'XPrecisionDecimal' may be split into several classes,Info,PrecisionDecimalDV.java,/XE210/src/org/apache/xerces/impl/dv/xs,line 34,
"Class 1 methods: makeCanonical, toString",Info,PrecisionDecimalDV.java,/XE210/src/org/apache/xerces/impl/dv/xs,line 34,
Class 1 fields: canonical,Info,PrecisionDecimalDV.java,/XE210/src/org/apache/xerces/impl/dv/xs,line 34,
"Class 2 methods: initD, compare, intComp, compareFractionalPart, isIdentical, equals, XPrecisionDecimal, compareTo",Info,PrecisionDecimalDV.java,/XE210/src/org/apache/xerces/impl/dv/xs,line 34,
"Class 2 fields: fvalue, ivalue, intDigits, totalDigits, sign, pvalue, fracDigits",Info,PrecisionDecimalDV.java,/XE210/src/org/apache/xerces/impl/dv/xs,line 34,
Long message chain,Info,SchemaDVFactoryImpl.java,/XE210/src/org/apache/xerces/impl/dv/xs,line 38,
Method 'org.apache.xerces.impl.dv.xs.SchemaDVFactoryImpl.createBuiltInTypes',Info,SchemaDVFactoryImpl.java,/XE210/src/org/apache/xerces/impl/dv/xs,line 43,
Method 'org.apache.xerces.impl.dv.xs.BaseSchemaDVFactory.createBuiltInTypes',Info,BaseSchemaDVFactory.java,/XE210/src/org/apache/xerces/impl/dv/xs,line 46,
Class 'XSSimpleTypeDecl' may be split into several classes,Info,XSSimpleTypeDecl.java,/XE210/src/org/apache/xerces/impl/dv/xs,line 60,
"Class 1 methods: getTypeNamespace, checkExtraRules, XSSimpleTypeDecl, getFinal, getTypeName, validate, isFinal, getEnumerationItemTypeList, getActualEnumeration, isDefinedFacet, getMinInclusiveValue, getMaxExclusiveValue, normalize, applyFacets1, isFixedFacet, getAnnotations, XSSimpleTypeDecl, applyFacets1, checkFacets, getItemType, getAnonymous, setListValues, validate, applyFacets, setBounded, getMaxInclusiveValue, setAnonymous, XSSimpleTypeDecl, getMinExclusiveValue, getLexicalEnumeration, getName, setDVs, getFixedFacets, getBuiltInKind, getNumeric, isDOMDerivedFrom, setCardinality, getOrdered, getActualValue, isDerivedByAny, isIdentical, getLexicalFacetValue, getPrimitiveKind, getFacets, getBounded, getPrimitiveType, XSSimpleTypeDecl, specialCardinalityCheck, getEnumerationTypeList, setRestrictionValues, getBaseType, setOrdered, getMemberTypes, getMultiValueFacets, getWhitespace, getDefinedFacets, toString, getNamespace, reset, getFinite, validateWithInfo, getVariety, setNumeric, setUnionValues, getLexicalPattern, XSSimpleTypeDecl, applyFacets, calcFundamentalFacets, validate, getActualEnumValue, isIDType, isDerivedFrom",Info,XSSimpleTypeDecl.java,/XE210/src/org/apache/xerces/impl/dv/xs,line 60,
"Class 1 fields: fAnnotations, fLength, fPattern, fBuiltInKind, fMinLength, fEnumerationItemTypeList, fMinExclusive, fWhiteSpace, fEnumeration, fVariety, fFinalSet, fMaxExclusive, fDVs, fTargetNamespace, fPatternType, fFacets, fMaxInclusive, fOrdered, fMultiValueFacets, fFractionDigits, fEnumerationType, fActualEnumeration, fFinite, fTypeName, fFacetsDefined, fTotalDigits, fValidationDV, fPatternStr, fBase, fEnumerationItemType, fIsImmutable, fMaxLength, fMemberTypes, fAnonymous, fNumeric, fBounded, fEnumerationTypeList, fFixedFacet, fItemType, fMinInclusive, fLexicalEnumeration, fLexicalPattern",Info,XSSimpleTypeDecl.java,/XE210/src/org/apache/xerces/impl/dv/xs,line 60,
"Class 2 methods: getNamespaceItem, setNamespaceItem",Info,XSSimpleTypeDecl.java,/XE210/src/org/apache/xerces/impl/dv/xs,line 60,
Class 2 fields: fNamespaceItem,Info,XSSimpleTypeDecl.java,/XE210/src/org/apache/xerces/impl/dv/xs,line 60,
Misplaced class,Warning,XSSimpleTypeDecl.java,/XE210/src/org/apache/xerces/impl/dv/xs,line 3172,
Class 'XSFacetImpl' should be placed in package 'org.apache.xerces.xs',Warning,org.apache.xerces.xs,/XE210/src/,,
Misplaced class,Warning,XSSimpleTypeDecl.java,/XE210/src/org/apache/xerces/impl/dv/xs,line 3268,
Class 'XSMVFacetImpl' should be placed in package 'org.apache.xerces.xs',Warning,org.apache.xerces.xs,/XE210/src/,,
Misplaced class,Warning,XSSimpleTypeDelegate.java,/XE210/src/org/apache/xerces/impl/dv/xs,line 39,
Class 'XSSimpleTypeDelegate' should be placed in package 'org.apache.xerces.impl.dv',Warning,org.apache.xerces.impl.dv,/XE210/src/,,
Class 'XSSimpleTypeDelegate' should be placed in package 'org.apache.xerces.xs',Warning,org.apache.xerces.xs,/XE210/src/,,
Long message chain,Info,REUtil.java,/XE210/src/org/apache/xerces/impl/xpath/regex,line 318,
Method 'org.apache.xerces.impl.xpath.regex.RegularExpression.matches',Info,RegularExpression.java,/XE210/src/org/apache/xerces/impl/xpath/regex,line 852,
Method 'org.apache.xerces.impl.xpath.regex.RegularExpression.matches',Info,RegularExpression.java,/XE210/src/org/apache/xerces/impl/xpath/regex,line 887,
Long message chain,Info,REUtil.java,/XE210/src/org/apache/xerces/impl/xpath/regex,line 326,
Method 'org.apache.xerces.impl.xpath.regex.RegularExpression.matches',Info,RegularExpression.java,/XE210/src/org/apache/xerces/impl/xpath/regex,line 852,
Method 'org.apache.xerces.impl.xpath.regex.RegularExpression.matches',Info,RegularExpression.java,/XE210/src/org/apache/xerces/impl/xpath/regex,line 887,
Long message chain,Info,RegularExpression.java,/XE210/src/org/apache/xerces/impl/xpath/regex,line 2239,
Method 'org.apache.xerces.impl.xpath.regex.RegularExpression.setPattern',Info,RegularExpression.java,/XE210/src/org/apache/xerces/impl/xpath/regex,line 2244,
Method 'org.apache.xerces.impl.xpath.regex.RegularExpression.setPattern',Info,RegularExpression.java,/XE210/src/org/apache/xerces/impl/xpath/regex,line 2248,
Long message chain,Info,RegularExpression.java,/XE210/src/org/apache/xerces/impl/xpath/regex,line 2262,
Method 'org.apache.xerces.impl.xpath.regex.RegularExpression.setPattern',Info,RegularExpression.java,/XE210/src/org/apache/xerces/impl/xpath/regex,line 2267,
Method 'org.apache.xerces.impl.xpath.regex.RegularExpression.setPattern',Info,RegularExpression.java,/XE210/src/org/apache/xerces/impl/xpath/regex,line 2248,
Misplaced class,Warning,AttributePSVImpl.java,/XE210/src/org/apache/xerces/impl/xs,line 37,
Class 'AttributePSVImpl' should be placed in package 'org.apache.xerces.xs',Warning,org.apache.xerces.xs,/XE210/src/,,
Misplaced class,Warning,ElementPSVImpl.java,/XE210/src/org/apache/xerces/impl/xs,line 45,
Class 'ElementPSVImpl' should be placed in package 'org.apache.xerces.xs',Warning,org.apache.xerces.xs,/XE210/src/,,
Class 'SubstitutionGroupHandler' may be split into several classes,Info,SubstitutionGroupHandler.java,/XE210/src/org/apache/xerces/impl/xs,line 37,
"Class 1 methods: SubstitutionGroupHandler, getMatchingElemDecl",Info,SubstitutionGroupHandler.java,/XE210/src/org/apache/xerces/impl/xs,line 37,
Class 1 fields: fGrammarBucket,Info,SubstitutionGroupHandler.java,/XE210/src/org/apache/xerces/impl/xs,line 37,
"Class 2 methods: addSubstitutionGroup, getSubstitutionGroup, getSubGroupB, reset",Info,SubstitutionGroupHandler.java,/XE210/src/org/apache/xerces/impl/xs,line 37,
"Class 2 fields: fSubGroupsB, fSubGroups",Info,SubstitutionGroupHandler.java,/XE210/src/org/apache/xerces/impl/xs,line 37,
Class 'XMLSchemaLoader' may be split into several classes,Info,XMLSchemaLoader.java,/XE210/src/org/apache/xerces/impl/xs,line 94,
Class 1 methods: getParameterNames,Info,XMLSchemaLoader.java,/XE210/src/org/apache/xerces/impl/xs,line 94,
Class 1 fields: fRecognizedParameters,Info,XMLSchemaLoader.java,/XE210/src/org/apache/xerces/impl/xs,line 94,
"Class 2 methods: getErrorHandler, getParameter, loadURI, setParameter, loadGrammar, XMLSchemaLoader, loadGrammar, XMLSchemaLoader, loadInputList, initGrammarBucket, processJAXPSchemaSource, reportDOMFatalError, load, parserSettingsUpdated, setFeature, getFeature, setProperty, loadURIList, setEntityResolver, getEntityResolver, getProperty, setLocale, xsdToXMLInputSource, XMLSchemaLoader, getLocale, XMLSchemaLoader, loadSchema, setErrorHandler, reset",Info,XMLSchemaLoader.java,/XE210/src/org/apache/xerces/impl/xs,line 94,
"Class 2 fields: fResourceResolver, fDefaultSchemaDVFactory, fJAXPProcessed, fSchemaHandler, fSettingsChanged, fCMBuilder, fXSDDescription, fGrammarPool, fSubGroupHandler, fLoaderConfig, fJAXPCache, fErrorHandler, fEntityManager, fGrammarBucket, fIsCheckedFully, fExternalNoNSSchema, fLocale, fJAXPSource, fErrorReporter, fDeclPool, fExternalSchemas, fUserEntityResolver",Info,XMLSchemaLoader.java,/XE210/src/org/apache/xerces/impl/xs,line 94,
Class 'XSAttributeGroupDecl' may be split into several classes,Info,XSAttributeGroupDecl.java,/XE210/src/org/apache/xerces/impl/xs,line 40,
"Class 1 methods: setNamespaceItem, getNamespaceItem",Info,XSAttributeGroupDecl.java,/XE210/src/org/apache/xerces/impl/xs,line 40,
Class 1 fields: fNamespaceItem,Info,XSAttributeGroupDecl.java,/XE210/src/org/apache/xerces/impl/xs,line 40,
"Class 2 methods: getAttributeUseNoProhibited, validRestrictionOf, reset, addAttributeUse, replaceAttributeUse, getAttributeUses, removeProhibitedAttrs, getAttributeUse",Info,XSAttributeGroupDecl.java,/XE210/src/org/apache/xerces/impl/xs,line 40,
"Class 2 fields: fAttrUseNum, fAttributeUses",Info,XSAttributeGroupDecl.java,/XE210/src/org/apache/xerces/impl/xs,line 40,
Class 'XSElementDecl' may be split into several classes,Info,XSElementDecl.java,/XE210/src/org/apache/xerces/impl/xs,line 44,
"Class 1 methods: getNamespaceItem, setNamespaceItem",Info,XSElementDecl.java,/XE210/src/org/apache/xerces/impl/xs,line 44,
Class 1 fields: fNamespaceItem,Info,XSElementDecl.java,/XE210/src/org/apache/xerces/impl/xs,line 44,
Class 2 methods: toString,Info,XSElementDecl.java,/XE210/src/org/apache/xerces/impl/xs,line 44,
Class 2 fields: fDescription,Info,XSElementDecl.java,/XE210/src/org/apache/xerces/impl/xs,line 44,
"Class 3 methods: setIsLocal, getEnclosingCTDefinition",Info,XSElementDecl.java,/XE210/src/org/apache/xerces/impl/xs,line 44,
Class 3 fields: fEnclosingCT,Info,XSElementDecl.java,/XE210/src/org/apache/xerces/impl/xs,line 44,
"Class 4 methods: getConstraintType, getIDConstraints, setIsAbstract, getAbstract, setIsNillable, setConstraintType, getIdentityConstraints, getNillable, reset, addIDConstraint",Info,XSElementDecl.java,/XE210/src/org/apache/xerces/impl/xs,line 44,
"Class 4 fields: fIDConstraints, fMiscFlags, fIDCPos",Info,XSElementDecl.java,/XE210/src/org/apache/xerces/impl/xs,line 44,
Misplaced class,Warning,XSGroupDecl.java,/XE210/src/org/apache/xerces/impl/xs,line 36,
Class 'XSGroupDecl' should be placed in package 'org.apache.xerces.xs',Warning,org.apache.xerces.xs,/XE210/src/,,
Misplaced class,Warning,XSModelGroupImpl.java,/XE210/src/org/apache/xerces/impl/xs,line 35,
Class 'XSModelGroupImpl' should be placed in package 'org.apache.xerces.xs',Warning,org.apache.xerces.xs,/XE210/src/,,
Misplaced class,Warning,XSNotationDecl.java,/XE210/src/org/apache/xerces/impl/xs,line 35,
Class 'XSNotationDecl' should be placed in package 'org.apache.xerces.xs',Warning,org.apache.xerces.xs,/XE210/src/,,
Misplaced class,Warning,XSParticleDecl.java,/XE210/src/org/apache/xerces/impl/xs,line 35,
Class 'XSParticleDecl' should be placed in package 'org.apache.xerces.xs',Warning,org.apache.xerces.xs,/XE210/src/,,
Misplaced class,Warning,XSWildcardDecl.java,/XE210/src/org/apache/xerces/impl/xs,line 39,
Class 'XSWildcardDecl' should be placed in package 'org.apache.xerces.xs',Warning,org.apache.xerces.xs,/XE210/src/,,
Misplaced class,Warning,XSCMLeaf.java,/XE210/src/org/apache/xerces/impl/xs/models,line 30,
Class 'XSCMLeaf' should be placed in package 'org.apache.xerces.impl.dtd.models',Warning,org.apache.xerces.impl.dtd.models,/XE210/src/,,
Misplaced class,Warning,DefaultXMLDocumentHandler.java,/XE210/src/org/apache/xerces/impl/xs/opti,line 42,
Class 'DefaultXMLDocumentHandler' should be placed in package 'org.apache.xerces.xni',Warning,org.apache.xerces.xni,/XE210/src/,,
Long message chain,Info,SchemaDOMParser.java,/XE210/src/org/apache/xerces/impl/xs/opti,line 532,
Method 'org.apache.xerces.impl.xs.opti.SchemaParsingConfig.reset',Info,SchemaParsingConfig.java,/XE210/src/org/apache/xerces/impl/xs/opti,line 717,
Method 'org.apache.xerces.parsers.BasicParserConfiguration.reset',Info,BasicParserConfiguration.java,/XE210/src/org/apache/xerces/parsers,line 497,
Long message chain,Info,XSAttributeChecker.java,/XE210/src/org/apache/xerces/impl/xs/traversers,line 1526,
Method 'org.apache.xerces.impl.xs.traversers.XSDHandler.reportSchemaError',Info,XSDHandler.java,/XE210/src/org/apache/xerces/impl/xs/traversers,line 4081,
Method 'org.apache.xerces.impl.xs.traversers.XSDHandler.reportSchemaError',Info,XSDHandler.java,/XE210/src/org/apache/xerces/impl/xs/traversers,line 4085,
Long message chain,Info,XSDAbstractTraverser.java,/XE210/src/org/apache/xerces/impl/xs/traversers,line 717,
Method 'org.apache.xerces.impl.xs.traversers.XSDHandler.reportSchemaError',Info,XSDHandler.java,/XE210/src/org/apache/xerces/impl/xs/traversers,line 4081,
Method 'org.apache.xerces.impl.xs.traversers.XSDHandler.reportSchemaError',Info,XSDHandler.java,/XE210/src/org/apache/xerces/impl/xs/traversers,line 4085,
Class 'XSDHandler' may be split into several classes,Info,XSDHandler.java,/XE210/src/org/apache/xerces/impl/xs/traversers,line 126,
Class 1 methods: setDVFactory,Info,XSDHandler.java,/XE210/src/org/apache/xerces/impl/xs/traversers,line 126,
Class 1 fields: fDVFactory,Info,XSDHandler.java,/XE210/src/org/apache/xerces/impl/xs/traversers,line 126,
"Class 2 methods: traverseSchemas, prepareForTraverse, getIDRegistry, addGlobalTypeDecl, getSchemaDocument, isExistingGrammar, checkForDuplicateNames, getSchemaGrammar, buildGlobalNameRegistries, parseSchema, setGenerateSyntheticAnnotations, canAddComponents, needReportTNSError, createAnnotationValidator, findQName, getGrpOrAttrGrpRedefinedByRestriction, getGlobalGroupDecl, addGlobalAttributeGroupDecl, getGlobalNotationDecl, addImportList, updateImportListFor, resolveSchema, findGrammar, reportSchemaError, reportSchemaError, getSchemaDocument, element2Locator, getGrammar, addGlobalComponents, addGlobalGroupDecl, canAddComponent, prepareForParse, getGlobalDecl, addGlobalNotationDecls, addGlobalGroupDecls, reportSchemaWarning, getGlobalTypeDecl, addGlobalNotationDecl, addGlobalAttributeGroupDecls, getSchemaDocument, getSchemaDocument, updateImportList, fillInLocalElemInfo, addGrammars, getGlobalAttributeDecl, reset, addIDConstraintDecl, traverseGlobalDecl, getIDRegistry_sub, doc2SystemId, createGrammarFrom, existingGrammars, getGlobalDecl, XSDHandler, constructTrees, checkForDuplicateNames, createTraversers, traverseLocalElements, getSchemaDocument1, schemaDocument2SystemId, addGlobalComponent, resolveSchemaSource, addGlobalAttributeDecls, resolveKeyRefs, reportSharingError, expandImportList, resolveSchema, renameRedefiningComponents, addNewGrammarComponents, getGlobalAttributeGroupDecl, addGlobalAttributeDecl, getSchemaDocument, addGlobalTypeDecls, validateAnnotations, reportSchemaWarning, getGlobalElementDecl, updateImportDependencies, updateImportListWith, getSchemaDocument0, setSchemasVisible, XSDHandler, element2Locator, getIDConstraintDecl, addGlobalElementDecl, addGrammarComponents, changeRedefineGroup, storeKeyRef",Info,XSDHandler.java,/XE210/src/org/apache/xerces/impl/xs/traversers,line 126,
"Class 2 fields: fUnparsedIdentityConstraintRegistrySub, fKeyrefStackPos, fKeyrefTraverser, fNamespaceGrowth, fGroupTraverser, fUnparsedAttributeRegistrySub, fRedefine2XSDMap, fHiddenNodes, fUniqueOrKeyTraverser, fDependencyMap, fSimpleTypeTraverser, fErrorReporter, fRedefinedRestrictedAttributeGroupRegistry, fComplexTypeTraverser, fAttributeGroupTraverser, fGlobalElemDecls, fUnparsedTypeRegistry, fUnparsedNotationRegistrySub, fGlobalTypeDecls, fGrammarPool, fRoot, fUnparsedGroupRegistrySub, fUnparsedElementRegistrySub, fValidateAnnotations, fDoc2XSDocumentMap, fUnparsedIdentityConstraintRegistry, fUnparsedAttributeRegistry, fTraversed, fSymbolTable, fAttributeChecker, fNotationTraverser, fKeyrefs, fRedefine2NSSupport, fWildCardTraverser, fAttributeTraverser, fGrammarBucketAdapter, fElementTraverser, fDoc2SystemId, fGlobalAttrDecls, fGlobalGroupDecls, fAnnotationValidator, fAllTNSs, fAllContext, fGlobalNotationDecls, fKeyrefNamespaceContext, fLocalElemNamespaceContext, fKeyrefElems, fUnparsedRegistriesExt, fUnparsedAttributeGroupRegistrySub, fLocalElementDecl_schema, fLocalElemStackPos, fLastSchemaWasDuplicate, fStAXSchemaParser, fGrammarBucket, fLocationPairs, fXSDocumentInfoRegistry, fKeyrefsMapXSDocumentInfo, fEntityResolver, fTolerateDuplicates, fUnparsedNotationRegistry, fSchemaParser, fXSContentHandler, fLocalElementDecl, fUnparsedGroupRegistry, fReportedTNS, fGlobalAttrGrpDecls, fGlobalIDConstraintDecls, fSchemaGrammarDescription, fUnparsedTypeRegistrySub, xl, fUnparsedElementRegistry, fRedefinedRestrictedGroupRegistry, fImportMap, fParticle, fHonourAllSchemaLocations, fUnparsedAttributeGroupRegistry, fParent",Info,XSDHandler.java,/XE210/src/org/apache/xerces/impl/xs/traversers,line 126,
Misplaced class,Warning,XSDHandler.java,/XE210/src/org/apache/xerces/impl/xs/traversers,line 4116,
Class 'XSAnnotationGrammarPool' should be placed in package 'org.apache.xerces.impl.xs',Warning,org.apache.xerces.impl.xs,/XE210/src/,,
Long message chain,Info,XSDHandler.java,/XE210/src/org/apache/xerces/impl/xs/traversers,line 4270,
Method 'org.apache.xerces.util.ErrorHandlerWrapper.createXNIException',Info,ErrorHandlerWrapper.java,/XE210/src/org/apache/xerces/util,line 226,
Method 'org.apache.xerces.xni.XNIException.XNIException',Info,XNIException.java,/XE210/src/org/apache/xerces/xni,line 75,
Long message chain,Info,XSDHandler.java,/XE210/src/org/apache/xerces/impl/xs/traversers,line 4277,
Method 'org.apache.xerces.impl.xs.opti.SchemaDOMParser.setFeature',Info,SchemaDOMParser.java,/XE210/src/org/apache/xerces/impl/xs/opti,line 480,
Method 'org.apache.xerces.xni.parser.XMLParserConfiguration.setFeature',Info,XMLParserConfiguration.java,/XE210/src/org/apache/xerces/xni/parser,line 136,
Class 'XSDocumentInfo' may be split into several classes,Info,XSDocumentInfo.java,/XE210/src/org/apache/xerces/impl/xs/traversers,line 42,
Class 1 methods: needReportTNSError,Info,XSDocumentInfo.java,/XE210/src/org/apache/xerces/impl/xs/traversers,line 42,
Class 1 fields: fReportedTNS,Info,XSDocumentInfo.java,/XE210/src/org/apache/xerces/impl/xs/traversers,line 42,
"Class 2 methods: addAllowedNS, isAllowedNS",Info,XSDocumentInfo.java,/XE210/src/org/apache/xerces/impl/xs/traversers,line 42,
Class 2 fields: fImportedNS,Info,XSDocumentInfo.java,/XE210/src/org/apache/xerces/impl/xs/traversers,line 42,
"Class 3 methods: toString, XSDocumentInfo",Info,XSDocumentInfo.java,/XE210/src/org/apache/xerces/impl/xs/traversers,line 42,
"Class 3 fields: fTargetNamespace, fSymbolTable",Info,XSDocumentInfo.java,/XE210/src/org/apache/xerces/impl/xs/traversers,line 42,
