Access Of Foreign Data (AOFD);Coupling Between Objects (CBO);Cyclomatic Complexity (CC);Changing Classes (ChC);Changing Methods (CM);Depth Of Inheritance Hierarchy (DIT);Lines Of Code (LOC);Number of Accessor Methods (NAM);Number Of Child Classes (NOCC);Number Of Public Attributes (NOPA);Response For Class (RFC);Tight Class Cohesion (TCC);Weighted Chancging Methods (WCM);Weight Of a Class (WOC);Lack of Cohesion (LCOM);Refused Bequest Smell;Feature Envy Smell;Long Method Smell;Large Class Smell;Data Class Smell;Shotgun Surgery Smell
2.0;18;10;4;0;3;134;0;1;6;0;47;3;150;53;none;none;none;none;none;none
3.0;22;11;25;0;4;222;0;1;22;0;95;7;88;82;none;none;none;none;none;none
2.0;20;8;8;0;3;146;0;1;10;0;57;5;125;60;none;none;none;none;none;none
2.0;18;8;4;0;3;127;0;1;6;0;54;3;150;46;none;none;none;none;none;none
3.0;18;15;27;2;3;251;0;1;26;0;73;4;96;86;none;none;none;none;none;none
2.0;23;13;12;0;3;186;0;1;12;0;67;7;100;69;none;none;none;none;none;Shotgun Surgery
3.0;20;27;68;26;1;743;0;1;61;0;101;5;90;95;none;none;none;none;none;none
0.0;2;1;4;2;1;40;0;1;4;0;16;0;100;50;none;none;none;none;none;none
0.0;1;4;6;1;1;49;0;1;4;0;17;0;67;72;none;none;none;none;none;none
0.0;2;5;9;3;1;77;0;1;6;0;21;1;67;71;none;none;none;none;none;none
0.0;3;7;15;8;1;182;0;1;15;0;34;3;100;49;none;Feature Envy;none;none;none;none
0.0;2;1;10;4;1;56;0;1;10;0;22;0;100;69;none;none;none;none;none;none
0.0;1;4;5;3;1;43;0;1;3;0;15;0;60;70;none;none;none;none;none;none
1.0;12;14;32;13;2;724;0;1;35;0;129;4;109;92;none;none;none;none;none;none
0.0;0;1;1;0;3;95;0;1;1;0;101;0;100;100;none;none;none;none;none;none
1.0;1;9;5;1;1;93;0;1;5;0;16;0;100;75;none;none;none;none;none;none
2.0;3;7;13;1;1;210;0;1;8;0;23;1;62;81;none;none;none;none;none;none
0.0;2;4;4;2;1;39;0;1;3;0;16;1;75;68;none;none;none;none;none;none
0.0;0;6;3;0;2;52;0;1;3;0;19;0;100;33;none;none;none;none;none;none
0.0;9;9;15;2;1;217;0;1;12;0;46;3;80;79;none;none;none;none;none;none
0.0;3;2;5;0;3;43;0;1;4;1;63;2;80;71;none;none;none;none;none;none
1.0;10;10;20;1;4;633;0;2;20;1;186;2;100;87;none;none;none;none;none;none
0.0;0;_;1;0;4;9;0;1;0;1;20;0;0;0;none;none;none;none;none;none
4.0;29;19;36;2;3;1058;0;2;39;0;228;8;108;92;none;none;none;none;Data Class;Shotgun Surgery
0.0;1;4;8;0;1;43;0;1;8;0;27;0;100;0;none;none;none;none;none;none
0.0;1;4;3;0;3;37;0;1;3;0;23;0;100;19;none;none;none;none;none;none
0.0;1;4;5;1;1;43;0;1;3;0;15;0;60;70;none;none;none;none;none;none
2.0;6;8;25;1;2;218;0;1;22;0;54;3;88;89;none;none;none;none;Data Class;none
1.0;2;8;10;2;1;69;0;1;4;0;16;0;40;73;none;none;none;none;none;none
2.0;10;6;7;0;3;88;0;1;9;0;119;1;129;61;none;none;none;none;none;none
2.0;23;8;24;1;3;559;0;1;29;0;194;7;121;86;none;none;none;none;none;none
0.0;1;1;1;1;3;11;0;1;1;0;20;0;100;0;none;none;none;none;none;none
0.0;6;17;18;0;4;550;0;1;23;0;197;4;128;86;none;none;none;none;none;Shotgun Surgery
2.0;21;9;5;0;1;124;0;1;6;0;53;10;120;50;none;none;none;none;none;none
0.0;2;6;6;0;4;213;0;1;10;0;174;0;167;39;none;none;none;none;none;none
2.0;12;7;3;0;3;84;0;1;3;0;64;5;100;70;none;none;none;none;none;none
1.0;20;17;25;10;3;566;0;1;27;0;186;7;108;93;none;Feature Envy;none;none;none;Shotgun Surgery
0.0;0;1;0;0;4;53;0;1;0;0;159;0;0;100;Refused Bequest;none;none;none;none;none
0.0;0;1;1;1;3;18;0;1;1;0;20;0;100;0;none;none;none;none;none;none
0.0;2;5;4;2;2;50;0;1;4;0;27;1;100;64;none;Feature Envy;none;none;none;none
0.0;4;7;4;0;1;152;0;1;9;0;34;2;225;77;none;none;none;none;none;none
1.0;23;14;30;1;3;630;0;1;34;0;192;6;113;87;none;none;none;none;none;none
2.0;14;11;16;1;1;142;0;1;14;0;36;2;88;84;none;none;none;none;none;none
2.0;9;5;6;0;3;69;0;1;3;0;57;3;50;83;none;none;none;none;none;none
2.0;13;6;48;1;1;655;0;4;44;3;111;5;92;94;none;none;none;none;none;none
0.0;0;1;0;0;3;6;0;1;0;0;43;0;0;0;none;none;none;none;none;none
1.0;2;3;26;1;1;154;0;1;27;0;41;1;104;68;none;none;none;none;none;none
1.0;1;3;5;0;2;55;0;1;5;0;47;2;100;66;none;none;none;none;none;none
0.0;3;2;5;0;1;36;0;1;5;0;25;1;100;66;none;none;none;none;none;none
2.0;10;6;7;1;3;216;0;1;9;0;118;1;129;71;none;none;none;none;none;none
0.0;19;11;11;1;4;398;0;1;14;0;199;8;127;80;none;none;none;none;none;none
0.0;0;7;5;4;1;60;0;1;5;0;16;0;100;67;none;none;none;none;none;none
0.0;1;4;4;4;1;36;0;1;3;0;15;0;75;58;none;none;none;none;none;none
0.0;0;5;6;9;1;62;0;1;6;0;20;2;100;62;none;Feature Envy;none;none;none;none
0.0;1;1;3;0;0;5;0;1;3;0;3;0;100;0;none;none;none;none;none;none
0.0;6;3;8;2;1;66;0;1;8;0;34;3;100;55;none;none;none;none;none;none
0.0;1;1;7;1;0;9;0;1;7;0;7;0;100;0;none;none;none;none;none;none
0.0;20;17;66;44;2;753;0;1;64;0;160;9;97;95;none;none;none;none;none;none
0.0;1;5;3;7;2;40;0;1;3;0;20;0;100;30;none;Feature Envy;none;none;none;none
3.0;11;10;19;12;1;239;0;1;32;0;61;2;168;82;none;Feature Envy;none;none;none;none
0.0;1;1;2;1;0;7;0;1;2;0;2;0;100;0;none;none;none;none;none;none
0.0;2;1;5;3;0;9;0;1;5;0;5;0;100;0;none;none;none;none;none;none
1.0;10;5;4;4;1;88;0;1;5;0;27;1;125;77;none;none;none;none;none;none
0.0;16;7;11;4;2;109;0;1;11;0;80;6;100;66;none;none;none;none;none;none
0.0;2;1;1;3;0;4;0;1;1;0;1;0;100;0;none;none;none;none;none;none
0.0;0;1;6;2;1;29;0;1;6;0;18;0;100;57;none;none;none;none;none;none
0.0;1;1;2;5;1;13;0;1;2;0;14;0;100;0;none;none;none;none;none;none
0.0;1;8;3;0;1;365;0;1;3;0;16;0;100;41;none;none;none;none;none;none
0.0;1;3;3;0;1;135;0;1;3;0;16;0;100;100;none;none;none;none;none;none
0.0;8;4;4;0;2;55;0;1;6;0;55;1;150;62;none;none;none;none;none;none
0.0;1;7;3;0;1;201;0;1;3;0;16;0;100;78;none;none;none;none;none;none
0.0;2;1;3;0;2;28;0;1;3;0;47;0;100;100;none;none;none;none;none;none
0.0;0;1;1;5;0;3;0;1;1;0;1;0;100;0;none;none;none;none;none;none
0.0;1;1;1;3;0;3;0;1;1;0;1;0;100;0;none;none;none;none;none;none
0.0;1;7;3;0;1;227;0;1;3;0;16;0;100;82;none;none;none;none;none;none
0.0;1;5;3;0;1;239;0;1;3;0;16;0;100;71;none;none;none;none;none;none
2.0;18;9;13;1;2;157;0;1;14;0;75;5;108;79;none;none;none;none;none;none
0.0;1;4;6;2;1;47;0;1;4;0;17;0;67;72;none;none;none;none;none;none
2.0;14;6;4;0;1;100;0;1;6;0;32;2;150;61;none;none;none;none;none;none
1.0;3;2;14;1;1;146;0;1;13;0;27;1;93;65;none;none;none;none;none;none
2.0;18;1;1;0;0;46;0;1;3;0;24;8;300;100;none;none;none;none;none;none
2.0;22;1;2;0;0;79;0;1;5;0;42;5;250;100;none;none;none;none;none;none
1.0;20;2;2;0;0;100;0;1;4;0;31;7;200;100;none;none;none;none;none;none
0.0;1;1;1;1;0;3;0;1;1;0;1;0;100;0;none;none;none;none;none;none
0.0;2;1;1;1;0;3;0;1;1;0;1;0;100;0;none;none;none;none;none;none
0.0;5;1;3;1;1;15;0;1;3;0;17;1;100;25;none;none;none;none;none;none
3.0;24;4;12;3;5;201;0;1;14;0;507;5;117;87;Refused Bequest;none;none;none;none;none
2.0;23;2;6;0;5;125;0;1;7;0;494;3;117;67;Refused Bequest;none;none;none;none;none
0.0;3;1;1;0;1;8;0;1;1;0;14;0;100;0;none;none;none;none;none;none
1.0;18;4;3;1;8;98;0;1;4;0;527;5;133;51;Refused Bequest;none;none;none;none;none
1.0;12;2;5;0;7;73;0;1;6;0;508;5;120;28;none;none;none;none;none;none
1.0;15;2;5;1;7;85;0;1;6;0;512;7;120;35;none;none;none;none;none;none
4.0;33;26;7;2;5;369;0;1;15;0;528;11;214;85;Refused Bequest;none;none;none;none;Shotgun Surgery
1.0;14;3;6;0;6;98;0;1;8;0;494;7;133;55;none;none;none;none;none;none
3.0;21;4;7;1;5;137;0;1;9;0;496;5;129;73;Refused Bequest;none;none;none;none;none
2.0;18;7;11;2;6;210;0;1;18;0;515;9;164;79;Refused Bequest;none;none;none;none;none
0.0;7;1;1;1;5;15;0;1;1;0;462;1;100;0;Refused Bequest;none;none;none;none;none
2.0;13;2;5;2;4;51;0;1;5;0;463;2;100;50;none;none;none;none;Data Class;none
0.0;5;1;8;1;1;49;0;1;8;0;25;2;100;0;none;none;none;none;none;none
0.0;3;1;6;2;0;9;0;1;6;0;6;0;100;0;none;none;none;none;none;none
0.0;3;2;5;1;1;49;0;1;6;0;26;3;120;50;none;none;none;none;none;none
0.0;0;_;3;2;0;5;0;1;0;0;0;0;0;0;none;none;none;none;none;none
0.0;4;1;6;0;1;36;0;1;6;0;25;1;100;33;none;none;none;none;none;none
1.0;13;2;6;0;1;47;0;1;6;0;39;6;100;57;none;none;none;none;none;none
1.0;8;1;6;0;1;29;0;1;6;0;27;2;100;0;none;none;none;none;none;none
0.0;7;7;5;0;2;69;0;1;7;0;39;2;140;85;none;none;none;none;none;none
0.0;4;9;14;0;2;107;0;1;14;0;43;2;100;66;none;none;none;none;none;none
0.0;2;4;4;0;3;40;0;1;4;0;33;1;100;0;none;none;none;none;none;none
0.0;12;7;13;16;1;166;0;1;17;0;48;4;131;73;none;Feature Envy;none;none;none;none
0.0;1;4;4;1;2;35;0;1;4;0;28;0;100;75;none;none;none;none;none;none
0.0;3;1;8;22;0;10;0;1;8;0;8;0;100;0;none;Feature Envy;none;none;none;none
0.0;7;7;5;0;2;69;0;1;7;0;39;2;140;85;none;none;none;none;none;none
0.0;2;6;9;1;2;57;0;1;9;0;33;0;100;72;none;none;none;none;none;none
0.0;3;7;11;0;2;78;0;1;11;0;36;1;100;65;none;none;none;none;none;none
0.0;7;7;5;0;2;69;0;1;7;0;39;2;140;85;none;none;none;none;none;none
0.0;8;3;10;4;1;70;0;1;10;0;42;4;100;50;none;none;none;none;none;none
0.0;1;1;0;0;2;7;0;1;0;0;24;0;0;100;none;none;none;none;none;none
0.0;7;7;5;0;2;69;0;1;7;0;39;2;140;85;none;none;none;none;none;none
0.0;1;5;3;0;2;33;0;1;3;0;27;0;100;50;none;none;none;none;none;none
0.0;2;5;8;0;2;54;0;1;8;0;32;0;100;69;none;none;none;none;none;none
0.0;2;1;1;0;3;11;0;1;1;0;19;1;100;0;none;none;none;none;none;none
0.0;1;1;1;1;0;3;0;1;1;0;1;0;100;0;none;none;none;none;none;none
0.0;1;1;1;1;3;10;0;1;1;0;18;0;100;0;none;Feature Envy;none;none;none;none
0.0;1;1;1;1;0;3;0;1;1;0;1;0;100;0;none;none;none;none;none;none
1.0;2;1;4;4;2;28;0;1;4;0;17;0;100;57;Refused Bequest;none;none;none;none;none
0.0;1;4;6;4;1;47;0;1;4;0;17;0;67;72;none;none;none;none;none;none
0.0;1;1;1;1;0;3;0;1;1;0;1;0;100;0;none;none;none;none;none;none
0.0;1;1;8;1;2;32;0;1;6;0;19;0;75;74;Refused Bequest;none;none;none;none;none
0.0;1;1;1;1;0;3;0;1;1;0;1;0;100;0;none;none;none;none;none;none
0.0;1;1;1;0;3;10;0;1;1;0;18;0;100;0;none;none;none;none;none;none
0.0;1;1;1;1;0;3;0;1;1;0;1;0;100;0;none;none;none;none;none;none
0.0;0;1;0;0;2;5;0;1;0;0;13;0;0;0;Refused Bequest;none;none;none;none;none
0.0;1;1;1;1;0;3;0;1;1;0;1;0;100;0;none;none;none;none;none;none
0.0;1;1;1;0;3;10;0;1;1;0;18;0;100;0;none;none;none;none;none;none
0.0;1;1;1;1;0;3;0;1;1;0;1;0;100;0;none;none;none;none;none;none
0.0;0;1;2;1;3;19;0;1;2;0;19;0;100;50;none;none;none;none;none;none
0.0;1;1;1;2;0;3;0;1;1;0;1;0;100;0;none;none;none;none;none;none
0.0;1;1;1;0;3;10;0;1;1;0;18;0;100;0;none;Feature Envy;none;none;none;none
0.0;1;1;1;1;0;3;0;1;1;0;1;0;100;0;none;none;none;none;none;none
0.0;20;7;19;7;3;244;0;1;26;0;473;7;137;81;none;Feature Envy;none;none;none;none
0.0;13;2;11;3;5;160;0;1;17;0;585;5;155;78;Refused Bequest;none;none;none;none;none
0.0;21;1;9;1;2;60;0;1;10;0;87;8;111;50;Refused Bequest;none;none;none;none;none
15.0;70;10;75;0;3;794;0;1;87;0;357;17;116;95;none;none;none;Large Class;none;none
3.0;21;1;4;0;2;48;0;1;6;0;52;9;150;0;none;none;none;none;none;none
2.0;22;1;2;0;2;70;0;1;5;0;64;5;250;0;none;none;none;none;none;none
4.0;28;2;2;0;2;348;0;1;4;0;64;10;200;0;none;none;none;none;none;none
0.0;4;1;10;0;1;56;0;1;10;0;35;1;100;80;none;Feature Envy;none;none;none;none
0.0;4;3;2;0;2;21;0;1;2;0;37;0;100;33;none;none;none;none;none;none
0.0;3;1;3;0;2;22;0;1;3;0;16;0;100;62;Refused Bequest;none;none;none;none;none
0.0;1;1;2;2;0;4;0;1;2;0;2;0;100;0;none;none;none;none;none;none
0.0;4;3;3;0;2;26;0;1;3;0;39;0;100;50;none;none;none;none;none;none
0.0;3;1;9;1;0;11;0;1;9;0;9;0;100;0;none;none;none;none;none;none
1.0;14;4;3;0;2;66;0;1;3;0;56;7;100;53;none;none;none;none;none;none
0.0;12;5;3;0;2;50;0;1;4;0;49;7;133;19;none;none;none;none;none;none
0.0;5;4;1;0;2;29;0;1;2;0;42;3;200;0;none;none;none;none;none;none
0.0;14;8;3;0;2;148;0;1;5;0;69;7;167;57;none;none;none;none;none;Shotgun Surgery
0.0;1;1;1;0;1;19;0;1;1;0;14;1;100;33;none;none;none;none;none;none
0.0;11;8;7;4;1;115;0;1;7;0;36;3;100;0;none;none;none;none;none;none
0.0;1;1;1;0;1;12;0;1;1;0;14;1;100;0;none;none;none;none;none;none
0.0;1;1;1;0;1;11;0;1;1;0;14;1;100;0;none;none;none;none;none;none
0.0;0;1;1;0;1;10;0;1;1;0;13;0;100;0;none;none;none;none;none;none
0.0;0;1;1;1;0;3;0;1;1;0;1;0;100;0;none;none;none;none;none;none
0.0;0;1;1;1;0;3;0;1;1;0;1;0;100;0;none;none;none;none;none;none
0.0;10;6;8;5;1;124;0;1;10;0;36;8;125;64;none;none;none;none;none;none
0.0;8;6;6;2;1;95;0;1;8;0;31;7;133;52;none;none;none;none;none;none
0.0;8;9;10;6;1;145;0;1;11;0;39;5;110;69;none;Feature Envy;none;none;none;none
0.0;6;3;2;0;3;45;0;1;2;0;36;5;100;87;none;none;none;none;none;none
0.0;7;3;2;0;3;49;0;1;2;0;42;6;100;87;none;none;none;none;none;none
0.0;9;6;7;0;2;103;0;1;7;0;39;6;100;72;none;none;none;none;none;none
0.0;1;1;3;3;0;5;0;1;3;0;3;0;100;0;none;none;none;none;none;none
0.0;1;1;1;7;0;3;0;1;1;0;1;0;100;0;none;none;none;none;none;none
0.0;1;1;1;2;0;3;0;1;1;0;1;0;100;0;none;none;none;none;none;none
0.0;1;1;1;1;0;3;0;1;1;0;1;0;100;0;none;none;none;none;none;none
0.0;1;1;1;1;0;3;0;1;1;0;1;0;100;0;none;none;none;none;none;none
0.0;3;6;7;0;1;71;0;1;7;0;25;1;100;68;none;none;none;none;none;none
0.0;7;7;5;0;1;97;0;1;5;0;40;4;100;52;none;none;none;none;none;none
0.0;7;6;1;0;3;47;0;1;1;0;34;5;100;87;none;none;none;none;none;none
0.0;7;6;2;0;3;55;0;1;2;0;33;5;100;90;none;none;none;none;none;none
0.0;6;10;4;0;2;115;0;1;4;0;42;5;100;88;none;none;none;none;none;Shotgun Surgery
0.0;1;26;27;8;1;154;0;1;3;0;15;0;11;74;none;none;none;none;none;none
1.0;1;7;3;5;1;60;0;1;3;0;15;0;100;70;none;none;none;none;none;none
0.0;11;6;7;0;1;103;0;1;7;0;41;7;100;64;none;none;none;none;none;none
0.0;2;1;2;1;0;5;0;1;2;0;2;0;100;0;none;none;none;none;none;none
0.0;1;1;1;3;0;3;0;1;1;0;1;0;100;0;none;none;none;none;none;none
0.0;3;3;3;0;2;36;0;1;2;0;27;1;67;91;none;none;none;none;none;none
0.0;5;4;5;0;1;50;0;1;5;0;22;4;100;76;none;none;none;none;none;none
0.0;3;3;3;2;2;33;0;1;2;0;25;1;67;90;none;Feature Envy;none;none;none;none
0.0;8;4;2;0;1;49;0;1;2;0;28;4;100;50;none;none;none;none;none;none
0.0;3;5;5;0;1;57;0;1;5;0;25;1;100;35;none;none;none;none;none;none
0.0;7;4;7;0;2;66;0;1;6;0;37;2;86;78;none;none;none;none;none;none
0.0;3;1;4;0;2;32;0;1;2;0;25;2;50;90;none;none;none;none;none;none
0.0;3;3;4;0;2;48;0;1;3;0;27;1;75;94;Refused Bequest;none;none;none;none;none
0.0;5;4;5;0;1;51;0;1;5;0;22;4;100;76;none;none;none;none;none;none
0.0;3;3;5;3;2;48;0;1;4;0;30;2;80;88;none;Feature Envy;none;none;none;none
0.0;8;6;6;0;3;93;0;1;6;0;42;5;100;75;none;none;none;none;none;none
0.0;6;4;5;0;1;60;0;1;6;0;29;7;120;100;none;none;none;none;none;none
0.0;1;1;1;3;0;3;0;1;1;0;1;0;100;0;none;none;none;none;none;none
0.0;1;1;1;10;0;3;0;1;1;0;1;0;100;0;none;Feature Envy;none;none;none;none
0.0;1;1;1;5;0;3;0;1;1;0;1;0;100;0;none;none;none;none;none;none
0.0;1;1;1;0;0;3;0;1;1;0;2;0;100;0;none;none;none;none;none;none
0.0;12;5;3;1;2;72;0;1;4;0;52;5;133;60;none;none;none;none;none;none
0.0;8;3;3;0;2;35;0;1;4;0;47;2;133;100;none;none;none;none;none;none
1.0;9;6;3;0;2;81;0;1;4;0;55;3;133;100;none;none;none;none;none;none
1.0;16;10;20;10;1;163;0;1;24;0;56;4;120;80;none;Feature Envy;none;none;none;none
0.0;12;4;3;0;2;53;0;1;4;0;52;3;133;100;none;none;none;none;none;none
0.0;12;4;3;0;2;52;0;1;4;0;52;3;133;100;none;none;none;none;none;none
1.0;9;4;3;0;2;45;0;1;4;0;52;3;133;100;none;none;none;none;none;none
0.0;9;5;3;0;2;64;0;1;4;0;55;3;133;100;none;none;none;none;none;none
1.0;11;4;3;0;2;43;0;1;4;0;51;3;133;100;none;none;none;none;none;none
0.0;5;4;2;0;3;41;0;1;3;0;46;1;150;100;none;none;none;none;none;none
0.0;5;3;3;1;1;27;0;1;4;0;22;2;133;19;none;none;none;none;none;none
1.0;22;7;12;0;2;363;0;1;14;0;80;10;117;60;Refused Bequest;none;none;none;none;none
0.0;3;1;3;1;0;5;0;1;3;0;3;0;100;0;none;none;none;none;none;none
0.0;4;1;5;2;1;20;0;1;5;0;22;1;100;0;none;none;none;none;none;none
1.0;2;4;6;2;2;60;0;1;6;0;42;2;100;28;none;none;none;none;none;none
1.0;6;6;5;1;2;52;0;1;5;0;43;1;100;56;none;none;none;none;none;none
15.0;75;51;177;31;2;2308;0;1;190;0;453;33;107;97;none;none;none;none;none;Shotgun Surgery
0.0;5;14;25;5;1;210;0;1;25;0;49;4;100;83;none;none;none;none;none;none
2.0;24;12;21;1;3;341;0;1;23;0;339;7;110;78;none;none;none;none;none;none
2.0;25;11;25;1;3;371;0;1;27;0;356;9;108;79;none;none;none;none;none;none
2.0;28;11;15;1;3;288;0;1;18;0;333;8;120;73;none;none;none;none;none;none
3.0;26;11;24;1;3;361;0;1;26;0;356;9;108;78;none;none;none;none;none;none
2.0;40;13;32;0;2;404;0;1;32;0;161;7;100;90;none;none;none;none;none;Shotgun Surgery
5.0;50;19;73;2;2;856;0;1;75;0;240;13;103;96;none;none;none;none;none;Shotgun Surgery
0.0;3;1;1;0;1;7;0;1;1;0;13;1;100;0;none;none;none;none;none;none
0.0;1;1;1;0;0;3;0;1;1;0;1;0;100;0;none;none;none;none;none;none
2.0;14;18;33;2;1;277;0;1;35;0;65;2;106;83;none;none;none;none;none;none
1.0;2;5;22;5;1;122;0;1;22;0;36;1;100;85;none;none;none;none;none;none
0.0;1;4;5;2;1;42;0;1;4;0;17;0;80;70;none;none;none;none;none;none
2.0;13;13;15;1;1;258;0;1;14;0;41;1;93;84;none;none;none;none;none;none
0.0;1;4;6;1;1;44;0;1;4;0;17;0;67;72;none;none;none;none;none;none
0.0;3;1;6;4;0;8;0;1;6;0;6;0;100;0;none;none;none;none;none;none
6.0;34;16;43;1;2;472;0;1;47;0;184;8;109;90;none;none;none;none;none;none
1.0;0;2;1;0;2;25;0;1;1;0;37;0;100;100;none;none;none;none;none;none
1.0;5;7;6;3;2;73;0;1;6;0;43;0;100;72;none;none;none;none;none;none
1.0;17;4;25;0;5;133;0;1;25;0;513;2;100;77;none;none;none;none;none;none
2.0;13;16;24;12;1;238;0;1;26;0;52;2;108;87;none;Feature Envy;none;none;none;none
1.0;9;8;6;1;1;75;0;1;8;0;25;1;133;65;none;none;none;none;none;none
6.0;43;21;48;1;2;598;0;1;53;0;198;10;110;92;none;none;none;Large Class;none;Shotgun Surgery
3.0;29;10;17;1;2;317;0;1;20;0;133;8;118;76;none;none;none;none;none;none
0.0;3;1;5;2;0;9;0;1;5;0;5;0;100;0;none;none;none;none;none;none
1.0;3;5;3;0;2;104;0;1;8;0;37;3;267;66;none;none;none;none;none;none
0.0;1;4;6;2;1;47;0;1;4;0;17;0;67;65;none;none;none;none;none;none
0.0;0;11;14;2;1;111;0;1;14;0;26;0;100;74;none;none;none;none;none;none
9.0;69;53;126;9;2;1603;0;1;137;0;363;21;109;96;none;none;none;Large Class;none;Shotgun Surgery
6.0;42;42;7;0;3;664;0;1;10;0;304;18;143;80;none;none;none;none;none;Shotgun Surgery
0.0;2;1;20;3;2;77;0;1;20;0;33;0;100;89;none;none;none;none;none;none
7.0;43;18;61;40;1;598;0;1;59;0;125;8;97;94;none;none;none;none;none;none
0.0;1;4;7;79;1;49;0;1;6;0;19;0;86;71;none;Feature Envy;none;none;none;none
0.0;11;6;11;38;1;96;0;1;13;0;35;2;118;70;none;Feature Envy;none;none;none;none
0.0;2;1;1;6;1;9;0;1;1;0;13;0;100;0;none;none;none;none;none;none
0.0;3;4;1;0;1;13;0;1;1;0;15;1;100;0;none;none;none;none;none;none
0.0;1;9;10;1;1;68;0;1;3;0;15;0;30;72;none;none;none;none;none;none
8.0;50;22;87;6;2;991;0;1;94;0;275;16;108;95;none;none;none;none;none;none
1.0;0;1;1;0;2;113;0;1;1;0;38;1;100;62;none;none;none;none;none;none
3.0;37;20;22;0;3;306;0;1;26;0;280;15;118;83;none;none;none;none;none;Shotgun Surgery
