Access Of Foreign Data (AOFD);Coupling Between Objects (CBO);Cyclomatic Complexity (CC);Changing Classes (ChC);Changing Methods (CM);Depth Of Inheritance Hierarchy (DIT);Lines Of Code (LOC);Number of Accessor Methods (NAM);Number Of Child Classes (NOCC);Number Of Public Attributes (NOPA);Response For Class (RFC);Tight Class Cohesion (TCC);Weighted Chancging Methods (WCM);Weight Of a Class (WOC);Lack of Cohesion (LCOM);Refused Bequest Smell;Feature Envy Smell;Long Method Smell;Large Class Smell;Data Class Smell;Shotgun Surgery Smell
8.0;50;22;87;6;2;973;0;1;94;0;275;16;108;95;none;none;none;none;none;none
1.0;0;1;1;0;2;112;0;1;1;0;38;1;100;62;none;none;none;none;none;none
2.0;31;16;14;0;3;241;0;1;19;0;270;12;136;76;none;none;none;none;none;Shotgun Surgery
0.0;1;4;5;1;1;39;0;1;4;0;17;0;80;70;none;none;none;none;none;none
4.0;49;29;65;1;2;710;0;1;61;0;212;17;94;93;none;none;none;none;none;Shotgun Surgery
3.0;42;27;77;2;2;738;0;1;73;0;225;12;95;96;none;none;none;none;none;Shotgun Surgery
0.0;2;1;1;5;0;3;0;1;1;0;1;0;100;0;none;none;none;none;none;none
0.0;3;5;3;5;2;38;0;1;3;0;37;0;100;16;none;none;none;none;none;none
5.0;27;8;12;2;2;212;0;1;10;0;117;4;83;92;none;none;none;none;none;none
0.0;0;1;0;0;2;4;0;1;0;0;33;0;0;0;none;none;none;none;none;none
14.0;72;57;186;44;2;2757;0;1;200;0;460;30;108;97;none;none;none;none;none;Shotgun Surgery
0.0;3;1;9;2;0;17;0;1;9;0;9;0;100;0;none;none;none;none;none;none
0.0;9;3;8;10;1;59;0;1;10;0;37;4;125;45;none;Feature Envy;none;none;none;none
2.0;21;10;20;0;2;201;0;1;23;0;74;8;115;74;none;none;none;none;none;none
1.0;13;5;7;0;2;78;0;1;9;0;42;2;129;64;none;none;none;none;none;none
1.0;17;7;13;0;2;109;0;1;15;0;58;3;115;63;none;none;none;none;none;none
0.0;2;1;1;1;0;3;0;1;1;0;7;0;100;0;none;none;none;none;none;none
0.0;5;1;6;1;0;9;0;1;6;0;6;0;100;0;none;none;none;none;none;none
0.0;1;1;1;0;3;10;0;1;1;0;18;0;100;0;none;Feature Envy;none;none;none;none
0.0;1;1;1;1;0;3;0;1;1;0;12;0;100;0;none;none;none;none;none;none
1.0;27;12;36;8;2;354;0;1;39;0;155;10;108;86;none;none;none;none;none;none
0.0;2;6;8;1;2;249;0;3;8;0;66;1;100;55;none;none;none;none;none;none
4.0;21;5;7;0;3;78;0;1;9;0;64;6;129;51;none;none;none;none;none;none
3.0;24;6;9;0;3;118;0;1;11;0;73;9;122;57;none;none;none;none;none;none
0.0;0;1;2;2;0;4;0;1;2;0;2;0;100;0;none;none;none;none;none;none
3.0;16;9;15;0;2;135;0;1;17;0;62;6;113;72;none;none;none;none;none;none
4.0;24;17;27;0;2;294;0;1;30;0;87;8;111;86;none;none;none;none;none;none
1.0;18;7;14;0;2;124;0;1;16;0;63;5;114;63;none;none;none;none;none;none
2.0;17;9;18;0;2;160;0;1;20;0;62;4;111;73;none;none;none;none;none;none
3.0;22;20;45;0;2;387;0;1;47;0;98;6;104;88;none;none;none;none;none;none
5.0;24;55;193;53;1;1473;0;1;192;0;234;6;99;97;none;none;none;none;none;none
0.0;1;4;5;1;1;42;0;1;3;0;15;0;60;70;none;none;none;none;none;none
4.0;44;15;34;0;2;448;0;1;37;0;322;18;109;86;none;none;none;none;none;Shotgun Surgery
0.0;3;6;7;0;1;70;0;1;7;0;26;2;100;50;none;none;none;none;none;none
2.0;10;10;8;0;1;162;0;2;10;0;38;2;125;68;none;none;none;none;none;none
0.0;4;5;2;0;1;46;0;1;4;0;18;0;200;53;none;none;none;none;none;none
0.0;0;1;0;0;3;5;0;1;0;0;24;0;0;0;none;none;none;none;none;none
0.0;2;5;10;3;1;65;0;1;10;0;26;0;100;59;none;none;none;none;none;none
0.0;6;2;8;3;1;47;0;1;8;0;31;2;100;70;none;none;none;none;none;none
0.0;5;5;6;2;1;49;0;1;7;0;29;1;117;70;none;none;none;none;none;none
0.0;1;1;3;4;0;5;0;1;3;0;3;0;100;0;none;none;none;none;none;none
0.0;11;1;15;1;0;22;0;1;15;0;15;0;100;0;none;none;none;none;none;none
0.0;3;3;2;28;1;19;0;1;2;0;15;1;100;0;none;Feature Envy;none;none;none;none
1.0;3;15;3;1;1;149;0;1;3;0;21;2;100;0;none;none;none;none;none;Shotgun Surgery
3.0;17;6;7;1;2;187;0;1;12;0;241;8;171;77;none;none;none;none;none;none
3.0;49;19;45;22;2;925;0;1;53;0;475;19;118;92;none;Feature Envy;none;none;none;Shotgun Surgery
2.0;24;16;6;1;3;168;0;1;6;0;421;10;100;64;none;none;none;none;none;Shotgun Surgery
0.0;0;_;0;0;0;7;0;1;0;0;0;0;0;0;none;none;none;none;none;none
3.0;38;26;39;12;3;646;0;1;46;0;493;14;118;93;none;Feature Envy;none;none;none;Shotgun Surgery
6.0;41;9;16;2;4;436;0;1;15;0;501;16;94;82;none;none;none;Large Class;none;Shotgun Surgery
2.0;39;23;23;0;3;533;0;1;29;0;487;16;126;82;none;none;none;none;none;Shotgun Surgery
0.0;21;1;131;3;0;164;0;1;131;0;132;0;100;0;none;none;none;none;none;none
0.0;2;4;9;19;2;60;0;1;10;0;24;1;111;72;none;Feature Envy;none;none;none;none
2.0;21;10;6;0;3;158;0;2;7;0;417;7;117;81;none;none;none;none;none;none
0.0;3;1;1;1;3;7;0;1;0;1;24;0;0;0;none;none;none;none;none;none
0.0;0;_;0;0;4;4;0;1;0;0;428;0;0;0;none;none;none;none;none;none
3.0;23;18;10;0;5;332;0;1;14;0;471;6;140;75;none;none;none;none;none;Shotgun Surgery
0.0;4;6;2;0;1;200;0;1;4;0;24;2;200;55;none;none;none;none;none;none
1.0;20;14;4;0;5;206;0;1;6;0;470;9;150;50;none;none;none;none;none;Shotgun Surgery
1.0;16;10;3;1;4;107;0;1;4;0;441;3;133;100;none;none;none;none;none;none
3.0;18;17;3;0;4;266;0;1;6;0;457;6;200;78;none;none;none;none;none;Shotgun Surgery
1.0;23;8;11;0;3;205;0;1;13;0;428;9;118;80;none;none;none;none;none;none
2.0;20;24;42;3;3;424;0;1;42;0;455;6;100;89;none;none;none;none;none;Shotgun Surgery
3.0;33;14;16;1;4;362;0;1;15;0;491;13;94;79;none;none;none;none;none;Shotgun Surgery
4.0;32;13;14;1;3;234;0;1;18;0;427;7;129;83;none;none;none;none;none;Shotgun Surgery
1.0;23;12;21;0;3;241;0;1;23;0;436;8;110;76;none;none;none;none;none;none
0.0;18;16;6;0;4;288;0;1;10;0;424;8;167;66;none;none;none;none;none;Shotgun Surgery
2.0;20;19;6;1;4;199;0;1;7;0;458;8;117;66;none;none;none;none;none;Shotgun Surgery
1.0;30;12;8;0;5;458;0;1;15;0;509;16;188;77;none;none;none;none;none;Shotgun Surgery
0.0;0;3;2;0;1;91;0;1;2;0;13;0;100;0;none;none;none;none;none;none
3.0;25;18;7;1;4;317;0;1;11;0;458;3;157;55;none;none;none;none;none;Shotgun Surgery
1.0;22;30;8;0;4;245;0;1;10;0;460;7;125;58;none;none;none;none;none;Shotgun Surgery
2.0;24;15;11;0;4;242;0;1;13;0;466;6;118;68;none;none;none;none;none;Shotgun Surgery
4.0;52;19;45;24;2;990;0;1;54;0;490;17;120;91;none;none;none;none;none;Shotgun Surgery
3.0;30;24;29;0;3;407;0;1;28;0;455;9;97;87;none;none;none;none;none;Shotgun Surgery
2.0;19;15;5;0;4;177;0;1;6;0;451;7;120;75;none;none;none;none;none;Shotgun Surgery
1.0;12;32;1;0;4;237;0;2;1;0;434;1;100;100;Refused Bequest;none;none;none;none;Shotgun Surgery
2.0;3;2;13;1;1;59;0;1;13;0;32;1;100;76;none;none;none;none;none;none
0.0;0;_;0;0;4;4;0;1;0;0;437;0;0;0;Refused Bequest;none;none;none;none;none
5.0;22;13;8;0;4;150;0;2;10;0;475;8;125;58;none;none;none;Large Class;none;Shotgun Surgery
0.0;3;1;2;1;4;9;0;1;0;2;23;0;0;0;none;none;none;none;none;none
0.0;4;6;2;0;1;199;0;1;4;0;24;2;200;55;none;none;none;none;none;none
1.0;22;23;14;0;3;221;0;1;16;0;428;5;114;76;none;none;none;none;none;Shotgun Surgery
2.0;20;9;7;0;3;159;0;2;9;0;423;4;129;30;none;none;none;none;none;Shotgun Surgery
0.0;4;1;1;0;3;22;0;1;1;0;21;1;100;83;none;none;none;none;none;none
2.0;30;32;10;0;4;291;0;2;13;0;459;10;130;79;none;none;none;none;none;Shotgun Surgery
0.0;5;1;7;1;3;34;0;1;7;0;28;0;100;65;none;none;none;none;none;none
2.0;21;21;7;0;4;317;0;1;10;0;432;7;143;79;none;none;none;none;none;Shotgun Surgery
2.0;22;28;8;0;4;217;0;1;8;0;454;6;100;65;none;none;none;none;none;Shotgun Surgery
0.0;0;3;2;0;1;91;0;1;2;0;13;0;100;0;none;none;none;none;none;none
3.0;36;31;33;2;3;459;0;2;31;0;469;13;94;90;none;none;none;none;none;Shotgun Surgery
0.0;2;1;5;1;3;20;0;1;4;1;23;0;80;73;none;none;none;none;none;none
3.0;21;8;5;0;3;185;0;1;5;0;420;9;100;66;none;none;none;none;none;Shotgun Surgery
1.0;17;1;2;0;3;73;0;1;2;0;406;4;100;100;none;none;none;none;none;none
2.0;35;27;20;2;3;352;0;2;17;0;451;13;85;85;none;none;none;none;none;Shotgun Surgery
0.0;4;1;2;1;3;9;0;1;0;2;21;0;0;0;none;none;none;none;none;none
1.0;29;11;9;2;3;208;0;1;11;0;436;11;122;69;none;none;none;none;none;Shotgun Surgery
0.0;0;_;0;0;0;7;0;1;0;0;0;0;0;0;none;none;none;none;none;none
2.0;36;26;35;4;3;594;0;2;40;0;484;11;114;90;none;Feature Envy;none;none;none;Shotgun Surgery
0.0;1;1;2;1;3;12;0;1;2;0;21;0;100;33;none;none;none;none;none;none
1.0;22;10;11;0;3;191;0;1;12;0;424;6;109;68;none;none;none;none;none;none
3.0;35;22;14;0;3;393;0;1;21;0;465;9;150;81;none;none;none;none;none;Shotgun Surgery
2.0;22;12;9;1;3;169;0;1;5;0;423;7;56;82;none;none;none;none;none;Shotgun Surgery
3.0;38;29;16;0;3;685;0;1;23;0;464;14;144;81;none;none;none;none;none;Shotgun Surgery
1.0;21;7;10;0;3;153;0;1;12;0;424;5;120;69;none;none;none;none;none;none
1.0;19;10;14;0;4;187;0;1;16;0;466;1;114;71;none;none;none;none;none;Shotgun Surgery
0.0;22;1;132;3;0;185;0;1;132;0;133;0;100;0;none;none;none;none;none;none
0.0;4;1;7;11;2;31;0;1;6;1;20;0;86;71;none;Feature Envy;none;none;none;none
0.0;7;6;11;0;4;94;0;1;14;0;460;0;127;83;none;none;none;none;none;none
3.0;28;18;42;6;3;547;0;2;50;0;480;9;119;90;none;Feature Envy;none;none;none;none
0.0;4;1;4;3;3;20;0;1;3;1;23;1;75;50;none;none;none;none;none;none
2.0;29;12;21;0;3;241;0;1;24;0;444;5;114;80;none;none;none;none;none;none
3.0;13;13;4;0;4;159;0;2;6;0;458;2;150;56;none;none;none;none;none;Shotgun Surgery
0.0;0;4;3;1;1;21;0;1;1;2;12;0;33;25;none;none;none;none;none;none
1.0;20;27;17;1;3;263;0;1;15;0;426;4;88;87;none;none;none;none;none;Shotgun Surgery
3.0;18;13;6;0;4;143;0;1;7;0;457;2;117;77;none;none;none;none;none;Shotgun Surgery
1.0;23;6;6;0;3;115;0;1;7;0;414;6;117;68;none;none;none;none;none;none
0.0;0;1;1;0;3;12;0;1;1;0;35;0;100;0;none;none;none;none;none;none
0.0;2;1;2;0;1;26;0;1;2;0;16;0;100;40;none;none;none;none;none;none
0.0;0;1;0;0;0;47;0;1;0;0;0;0;0;0;none;none;none;none;none;none
0.0;2;3;5;0;1;159;0;1;6;0;27;2;120;71;none;none;none;none;none;none
0.0;11;5;7;1;3;72;0;1;9;0;74;1;129;63;none;none;none;none;none;none
3.0;6;1;1;0;4;27;0;1;1;0;84;2;100;100;Refused Bequest;none;none;none;none;none
0.0;5;4;5;0;3;148;0;1;5;0;65;0;100;36;none;none;none;none;none;none
0.0;11;16;27;1;2;294;0;1;29;0;82;2;107;85;none;none;none;none;none;none
0.0;12;3;9;1;3;65;0;1;9;0;76;4;100;77;none;none;none;none;none;none
2.0;31;13;16;2;3;302;0;1;19;0;136;6;119;88;none;none;none;none;none;none
2.0;21;15;24;1;3;357;0;1;26;0;117;6;108;81;none;none;none;none;none;Shotgun Surgery
0.0;4;2;1;0;4;102;0;1;1;0;84;2;100;0;none;none;none;none;none;none
4.0;19;12;23;6;3;434;0;1;25;0;105;4;109;84;none;Feature Envy;none;none;none;none
0.0;9;8;11;7;2;153;0;1;13;1;65;1;118;84;none;Feature Envy;none;none;none;none
0.0;1;1;1;2;0;4;0;1;1;0;1;0;100;0;none;none;none;none;none;none
0.0;3;10;7;0;1;79;0;1;7;0;27;2;100;37;none;none;none;none;none;none
0.0;6;8;7;0;1;81;0;1;7;0;34;5;100;56;none;none;none;none;none;none
0.0;3;10;7;0;1;80;0;1;7;0;27;2;100;68;none;none;none;none;none;none
0.0;1;1;1;3;0;3;0;1;1;0;1;0;100;0;none;none;none;none;none;none
0.0;4;6;4;0;1;71;0;1;4;0;22;3;100;53;none;none;none;none;none;none
0.0;3;6;2;0;1;61;0;1;2;0;19;2;100;62;none;none;none;none;none;none
0.0;2;6;5;1;1;53;0;1;2;0;16;1;40;60;none;none;none;none;none;none
0.0;2;1;1;0;2;6;0;1;1;0;16;0;100;0;none;none;none;none;none;none
0.0;6;7;6;0;1;72;0;1;6;0;29;3;100;60;none;none;none;none;none;none
0.0;3;1;1;3;1;24;0;1;1;0;16;3;100;0;none;none;none;none;none;none
0.0;1;1;1;5;0;3;0;1;1;0;1;0;100;0;none;none;none;none;none;none
0.0;1;1;1;0;0;3;0;1;1;0;1;0;100;0;none;none;none;none;none;none
0.0;5;1;2;0;1;168;0;1;2;0;22;2;100;0;none;none;none;none;none;none
3.0;10;9;10;0;1;145;0;1;11;0;42;7;110;61;none;none;none;none;none;none
0.0;2;3;9;0;3;39;0;1;5;0;66;2;56;85;none;none;none;none;none;none
1.0;3;13;1;2;1;69;0;1;1;0;22;1;100;0;none;none;none;none;none;none
0.0;4;8;7;0;3;87;0;1;8;0;69;2;114;66;none;none;none;none;none;none
0.0;15;10;3;3;1;193;0;1;10;0;66;9;333;80;none;none;none;none;none;none
0.0;0;2;1;194;1;7;0;1;1;0;13;0;100;0;none;Feature Envy;none;none;none;none
3.0;9;16;26;0;3;239;0;1;26;0;91;3;100;84;none;none;none;none;none;none
0.0;6;3;4;19;1;39;0;1;4;0;25;3;100;40;none;none;none;none;none;none
0.0;1;1;3;4;0;5;0;1;3;0;3;0;100;0;none;none;none;none;none;none
0.0;1;4;5;1;1;40;0;1;3;0;15;0;60;62;none;none;none;none;none;none
0.0;1;5;4;1;1;56;0;1;7;0;20;1;175;58;none;Feature Envy;none;none;none;none
1.0;6;10;10;6;2;190;0;1;18;0;65;3;180;67;none;Feature Envy;none;none;none;none
0.0;6;6;9;6;1;124;0;1;9;0;33;5;100;0;none;none;none;none;none;none
0.0;1;6;7;0;1;49;0;1;7;0;21;1;100;54;none;none;none;none;none;none
0.0;6;9;18;5;1;184;0;1;19;0;58;3;106;68;none;none;none;none;none;none
0.0;7;13;21;4;1;240;0;1;21;0;69;4;100;67;none;none;none;none;none;none
0.0;1;1;3;1;0;5;0;1;3;0;3;0;100;0;none;none;none;none;none;none
0.0;1;4;6;9;1;43;0;1;4;0;17;0;67;72;none;none;none;none;none;none
0.0;9;7;8;2;1;150;0;1;10;0;45;7;125;60;none;none;none;none;none;none
0.0;0;5;5;1;1;42;0;1;5;0;16;0;100;55;none;none;none;none;none;none
0.0;6;9;15;1;1;147;0;1;15;0;45;3;100;62;none;none;none;none;none;none
0.0;7;12;21;3;1;240;0;1;21;0;58;4;100;60;none;none;none;none;none;none
0.0;0;1;1;2;0;3;0;1;1;0;2;0;100;0;none;none;none;none;none;none
1.0;3;15;2;0;1;80;0;1;2;0;36;4;100;25;none;none;none;none;none;none
0.0;0;4;5;1;1;29;0;1;3;0;16;0;60;66;none;none;none;none;none;none
0.0;1;1;4;11;0;6;0;1;4;0;6;0;100;0;none;Feature Envy;none;none;none;none
0.0;1;1;7;31;0;9;0;1;7;0;10;0;100;0;none;Feature Envy;none;none;none;none
0.0;1;4;18;43;1;178;0;1;21;0;38;3;117;69;none;none;none;none;none;none
0.0;1;1;3;1;0;5;0;1;3;0;3;0;100;0;none;none;none;none;none;none
0.0;1;4;6;1;1;43;0;1;4;0;17;0;67;72;none;none;none;none;none;none
0.0;0;1;0;0;5;5;0;1;0;0;24;0;0;0;none;Feature Envy;none;none;none;none
0.0;0;1;1;7;0;3;0;1;1;0;1;0;100;0;none;Feature Envy;none;none;none;none
0.0;0;1;2;8;0;4;0;1;2;0;2;0;100;0;none;Feature Envy;none;none;none;none
0.0;0;1;3;35;0;5;0;1;3;0;3;0;100;0;none;Feature Envy;none;none;none;none
0.0;0;_;0;0;0;2;0;1;0;0;14;0;0;0;none;none;none;none;none;none
0.0;2;1;1;1;0;4;0;1;1;0;1;0;100;0;none;none;none;none;none;none
1.0;6;9;10;0;2;138;0;1;10;0;52;2;100;58;none;none;none;none;none;none
0.0;2;10;24;5;2;130;0;1;24;0;83;2;100;58;none;none;none;none;none;none
0.0;9;9;28;0;3;350;0;1;31;0;89;7;111;77;none;none;none;none;none;none
0.0;0;1;4;6;0;6;0;1;4;0;18;0;100;0;none;Feature Envy;none;none;none;none
0.0;4;6;17;0;2;121;0;1;18;0;60;3;106;45;none;none;none;none;none;none
0.0;1;1;9;3;0;11;0;1;9;0;17;0;100;0;none;none;none;none;none;none
0.0;4;9;24;2;5;210;0;1;24;0;94;3;100;82;none;none;none;none;none;none
1.0;1;14;0;0;6;106;0;1;2;0;87;1;2;80;none;none;none;none;none;Shotgun Surgery
0.0;0;1;1;1;0;3;0;1;1;0;1;0;100;0;none;none;none;none;none;none
0.0;1;4;5;0;1;36;0;1;5;0;18;1;100;16;none;none;none;none;none;none
1.0;1;4;5;0;1;44;0;1;5;0;21;2;100;45;none;none;none;none;none;none
0.0;3;2;5;0;1;30;0;1;5;0;21;4;100;0;none;none;none;none;none;none
0.0;1;4;5;0;1;36;0;1;5;0;19;2;100;16;none;none;none;none;none;none
0.0;0;1;10;2;0;15;0;1;10;0;28;0;100;0;none;none;none;none;none;none
0.0;4;6;31;0;2;229;0;1;32;0;88;3;103;40;none;none;none;none;none;none
0.0;6;7;13;3;1;79;0;1;13;0;32;1;100;76;none;none;none;none;none;none
0.0;5;5;9;2;2;62;0;1;9;0;52;3;100;0;none;none;none;none;none;none
0.0;10;4;35;1;3;281;0;1;36;0;123;7;103;73;none;none;none;none;none;none
0.0;7;6;23;0;4;165;0;1;29;0;94;5;126;72;none;none;none;none;none;none
0.0;12;3;7;32;1;56;0;1;11;0;40;4;157;72;none;none;none;none;none;none
0.0;1;3;4;2;2;21;0;1;4;0;33;0;100;100;none;none;none;none;none;none
0.0;1;1;2;1;0;4;0;1;2;0;2;0;100;0;none;none;none;none;none;none
2.0;5;5;25;0;5;227;0;2;28;0;103;2;112;80;none;none;none;none;none;none
0.0;1;1;0;0;1;8;0;1;0;0;11;0;0;0;none;none;none;none;none;none
0.0;2;1;4;14;0;6;0;1;4;0;4;0;100;0;none;Feature Envy;none;none;none;none
0.0;1;1;1;0;2;10;0;1;1;0;14;0;100;0;none;Feature Envy;none;none;none;none
0.0;1;1;1;1;0;3;0;1;1;0;12;0;100;0;none;none;none;none;none;none
0.0;1;4;3;0;1;31;0;1;3;0;16;1;100;60;none;none;none;none;none;none
2.0;34;31;59;24;1;1384;0;1;59;0;144;24;100;0;none;none;none;none;none;Shotgun Surgery
0.0;1;10;14;0;2;120;0;1;14;0;55;2;100;72;none;none;none;none;none;none
0.0;2;7;7;0;2;68;0;1;7;0;37;0;100;65;none;none;none;none;none;none
0.0;0;_;0;0;3;4;0;1;0;0;59;0;0;0;none;none;none;none;none;none
0.0;0;_;0;0;3;4;0;1;0;0;46;0;0;0;none;none;none;none;none;none
0.0;4;9;15;5;2;111;0;1;15;0;63;2;100;57;none;none;none;none;none;none
0.0;1;3;4;1;2;35;0;1;4;0;32;0;100;64;none;none;none;none;none;none
0.0;0;1;10;1;0;12;0;1;10;0;10;0;100;0;none;none;none;none;none;none
1.0;10;3;3;0;1;41;0;1;3;0;28;3;100;0;none;none;none;none;none;none
0.0;0;_;0;0;0;2;0;1;0;0;6;0;0;0;none;none;none;none;none;none
0.0;0;_;0;0;0;2;0;1;0;0;14;0;0;0;none;none;none;none;none;none
0.0;0;_;0;0;0;2;0;1;0;0;0;0;0;0;none;none;none;none;none;none
0.0;0;_;0;0;0;2;0;1;0;0;10;0;0;0;none;none;none;none;none;none
0.0;10;5;18;20;1;129;0;1;21;0;50;3;117;80;none;Feature Envy;none;none;none;none
0.0;0;1;0;0;2;6;0;1;0;0;13;0;0;100;Refused Bequest;none;none;none;none;none
0.0;1;1;1;1;0;3;0;1;1;0;12;0;100;0;none;none;none;none;none;none
0.0;0;1;3;33;0;5;0;1;3;0;3;0;100;0;none;Feature Envy;none;none;none;none
0.0;0;1;0;0;4;6;0;1;0;0;24;0;0;100;none;none;none;none;none;none
1.0;0;2;21;0;5;128;0;1;21;0;88;1;100;32;none;none;none;none;none;none
0.0;0;_;0;0;0;2;0;1;0;0;5;0;0;0;none;none;none;none;none;none
1.0;3;4;17;2;2;105;0;1;17;0;56;1;100;83;Refused Bequest;none;none;none;none;none
0.0;7;4;1;0;1;89;0;1;4;0;28;2;400;58;none;none;none;none;none;none
1.0;9;11;4;0;3;128;0;1;4;0;81;7;100;71;none;none;none;none;Data Class;Shotgun Surgery
2.0;9;6;3;0;3;94;0;1;3;0;67;7;100;66;none;none;none;none;Data Class;none
3.0;11;24;16;0;4;247;0;1;16;0;89;8;100;81;none;none;none;none;none;Shotgun Surgery
0.0;0;1;1;0;3;9;0;1;1;0;35;0;100;0;none;none;none;none;none;none
0.0;0;1;1;0;3;9;0;1;1;0;35;0;100;0;none;none;none;none;none;none
0.0;0;1;1;0;3;9;0;1;1;0;35;0;100;0;none;none;none;none;none;none
0.0;0;1;1;0;3;9;0;1;1;0;35;0;100;0;none;none;none;none;none;none
0.0;0;1;1;0;3;9;0;1;1;0;35;0;100;0;none;none;none;none;none;none
0.0;0;1;1;0;3;9;0;1;1;0;35;0;100;0;none;none;none;none;none;none
1.0;8;10;4;1;1;110;0;1;4;0;34;6;100;0;none;none;none;none;none;none
0.0;1;1;18;3;0;20;0;1;18;0;32;0;100;0;none;none;none;none;none;none
0.0;2;12;11;2;1;112;0;1;11;0;24;1;100;76;none;none;none;none;none;none
0.0;1;1;11;3;0;13;0;1;11;0;17;0;100;0;none;none;none;none;none;none
1.0;5;10;42;0;2;364;0;1;43;0;131;4;102;79;none;none;none;none;none;none
1.0;5;6;26;0;4;200;0;1;26;0;102;2;100;82;none;none;none;none;none;none
2.0;7;10;18;0;2;166;0;1;18;0;88;5;100;67;none;none;none;none;none;none
1.0;4;14;27;0;2;326;0;1;28;0;99;2;104;81;none;none;none;none;none;Shotgun Surgery
0.0;0;4;7;1;1;49;0;1;7;0;19;0;100;62;none;none;none;none;none;none
2.0;7;8;15;0;5;184;0;1;20;0;95;5;133;77;none;none;none;none;none;none
0.0;1;5;6;1;1;47;0;1;4;0;17;0;67;72;none;none;none;none;none;none
1.0;0;5;6;1;1;53;0;1;6;0;19;0;100;58;none;none;none;none;none;none
0.0;1;1;2;2;0;4;0;1;2;0;16;0;100;0;none;none;none;none;none;none
1.0;3;14;5;0;1;224;0;1;6;0;27;4;120;0;none;none;none;none;none;none
0.0;0;7;9;1;1;113;0;1;9;0;23;1;100;63;none;none;none;none;none;none
1.0;8;6;26;0;5;153;0;1;26;0;99;4;100;81;none;none;none;none;none;none
0.0;0;1;4;3;0;6;0;1;4;0;18;0;100;0;none;none;none;none;none;none
1.0;6;7;13;1;1;229;0;1;13;0;39;6;100;0;none;none;none;none;none;none
0.0;2;1;5;1;2;38;0;1;5;0;38;1;100;70;none;none;none;none;none;none
2.0;8;4;16;4;2;157;0;1;16;0;63;2;100;88;none;Feature Envy;none;none;none;none
1.0;7;9;35;0;5;385;0;2;38;0;118;1;109;91;none;none;none;none;none;none
1.0;1;2;2;1;1;18;0;1;2;0;13;0;100;25;none;none;none;none;none;none
1.0;2;5;14;0;2;94;0;1;14;0;49;0;100;58;none;none;none;none;none;none
1.0;6;5;20;1;2;173;0;1;18;0;78;4;90;79;none;none;none;none;none;none
1.0;7;8;15;0;2;164;0;1;13;0;71;3;87;76;none;none;none;none;none;none
1.0;7;5;18;2;2;182;0;1;16;0;79;5;89;79;none;none;none;none;none;none
1.0;6;8;16;1;2;216;0;1;18;0;70;2;113;74;none;none;none;none;none;none
1.0;10;11;6;0;1;160;0;1;6;0;44;6;100;0;none;none;none;none;none;none
1.0;6;4;20;0;2;174;0;1;16;0;69;3;80;79;none;none;none;none;none;none
0.0;4;8;20;11;1;86;0;1;18;0;38;2;90;100;none;Feature Envy;none;none;none;none
1.0;8;7;16;1;2;177;0;1;14;0;79;5;88;76;none;none;none;none;none;none
0.0;1;7;7;0;1;83;0;1;7;0;25;1;100;70;none;none;none;none;none;none
0.0;1;1;2;6;0;4;0;1;2;0;3;0;100;0;none;Feature Envy;none;none;none;none
0.0;1;4;6;4;1;44;0;1;4;0;17;0;67;72;none;none;none;none;none;none
0.0;0;1;0;0;5;5;0;1;0;0;24;0;0;0;none;none;none;none;none;none
0.0;2;7;7;2;1;59;0;1;7;0;21;1;100;66;none;none;none;none;none;none
1.0;8;13;23;1;2;243;0;1;25;0;76;4;109;87;none;none;none;none;none;Shotgun Surgery
2.0;11;7;21;0;5;189;0;1;22;0;112;8;105;77;none;none;none;none;none;none
3.0;13;10;46;5;2;599;0;1;53;0;128;13;115;86;none;none;none;none;none;none
3.0;14;6;33;3;5;291;0;1;34;0;131;9;103;80;none;none;none;none;none;none
0.0;2;5;7;2;1;65;0;1;7;0;22;2;100;66;none;none;none;none;none;none
1.0;5;6;8;0;2;115;0;1;8;0;53;3;100;77;Refused Bequest;none;none;none;none;none
2.0;12;7;28;0;5;187;0;1;29;0;117;8;104;78;none;none;none;none;none;none
1.0;7;7;18;0;2;267;0;1;19;0;78;5;106;77;none;none;none;none;Data Class;none
1.0;5;3;16;3;2;121;0;1;14;0;61;2;88;82;none;none;none;none;none;none
0.0;1;7;6;1;1;54;0;1;6;0;18;1;100;42;none;none;none;none;none;none
1.0;2;2;6;2;2;48;0;1;6;0;30;1;100;0;none;none;none;none;none;none
0.0;3;3;4;1;3;26;0;1;4;0;57;1;100;0;none;none;none;none;none;none
2.0;11;4;26;0;4;155;0;1;27;0;106;6;104;64;none;none;none;none;none;none
1.0;6;4;4;2;3;40;0;1;4;0;61;1;100;19;none;none;none;none;none;none
1.0;8;3;4;2;2;50;0;1;4;0;64;3;100;46;none;none;none;none;none;none
1.0;14;1;4;0;1;48;0;1;4;0;26;5;100;0;none;none;none;none;none;none
0.0;0;_;6;6;0;8;0;1;0;0;0;0;0;0;none;none;none;none;none;none
1.0;7;3;6;4;2;56;0;1;6;0;59;2;100;53;none;none;none;none;none;none
1.0;5;2;3;0;2;46;0;1;5;0;62;0;167;55;none;none;none;none;none;none
1.0;6;4;4;2;3;37;0;1;4;0;60;1;100;19;none;none;none;none;none;none
0.0;3;4;5;6;2;34;0;1;5;0;55;1;100;16;none;none;none;none;none;none
1.0;4;3;3;0;2;53;0;1;5;0;62;1;167;50;none;none;none;none;none;none
